Time(ms),Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,CO2
295370,-0.806,-0.104,0.315,-81.802,-6.878,0.595,0
295380,-1.390,-0.062,0.373,-85.649,-24.611,15.695,0
295390,-2.000,-0.179,0.406,-121.977,-52.229,31.992,0
295400,-2.000,-0.656,0.582,-163.443,-89.198,28.550,242
295410,-2.000,-1.304,0.347,-146.267,-97.237,-30.756,0
295420,-2.000,-1.451,0.023,-121.382,-75.351,-45.626,0
295430,-2.000,-1.124,-0.602,-76.496,-52.450,-51.634,0
295440,-2.000,-0.337,-0.928,-74.328,-33.237,-38.198,0
295450,-2.000,0.161,-0.742,-92.046,6.611,-12.359,253
295460,-2.000,0.488,-0.326,-118.550,39.847,17.168,0
295470,-2.000,0.464,-0.173,-129.504,44.710,26.427,0
295480,-1.829,0.220,-0.073,-141.008,44.496,29.985,0
295490,-1.514,0.056,-0.156,-145.092,38.580,24.832,0
295500,-1.279,-0.009,-0.271,-148.435,27.618,22.382,244
295510,-0.989,0.027,-0.078,-155.641,13.534,24.183,0
295520,-0.878,0.065,0.093,-152.794,10.351,27.389,0
295530,-0.664,0.057,0.052,-130.672,9.092,32.733,0
295540,-0.442,0.080,0.059,-105.557,15.511,36.687,0
295550,-0.223,0.119,0.198,-73.328,32.229,34.901,248
295560,0.008,0.098,0.011,-39.397,50.061,24.557,0
295570,0.157,0.225,-0.156,-38.115,54.557,22.542,0
295580,0.217,0.173,-0.169,-46.908,46.939,25.588,0
295590,0.289,0.157,-0.068,-53.069,26.557,29.718,0
295600,0.355,0.188,-0.015,-43.191,11.947,32.229,251
295610,0.349,0.344,0.177,-12.992,-5.092,31.756,0
295620,0.325,0.393,0.300,6.710,-14.305,30.473,0
295630,0.290,0.336,0.481,42.015,-29.763,26.160,0
295640,0.266,0.228,0.463,71.679,-43.519,16.992,0
295650,0.223,0.180,0.308,83.634,-50.046,11.374,260
295660,0.108,0.118,-0.033,80.855,-47.802,11.595,0
295670,0.010,0.118,-0.170,78.374,-41.878,13.214,0
295680,-0.191,0.149,-0.236,77.435,-28.672,18.252,0
295690,-0.477,0.230,-0.010,83.710,-20.992,23.863,0
295700,-0.732,0.214,0.333,88.748,-25.252,22.252,293
295710,-1.282,0.082,0.562,85.824,-49.450,8.038,0
295720,-1.663,0.098,0.449,85.061,-59.679,1.290,0
295730,-2.000,0.030,0.142,91.275,-59.626,-3.863,0
295740,-2.000,-0.024,-0.210,95.076,-58.382,-6.893,0
295750,-2.000,0.127,0.062,93.885,-27.305,12.611,478
295760,-2.000,0.238,-0.123,123.931,-23.939,38.656,0
295770,-2.000,0.208,-0.390,132.863,-17.649,30.176,0
295780,-2.000,-0.076,-0.676,133.603,2.855,14.924,0
295790,-2.000,-0.302,-0.559,128.542,17.275,-7.611,0
295800,-2.000,-0.275,-0.369,128.527,23.847,-27.550,772
295810,-1.860,-0.353,-0.273,148.053,26.939,-40.221,0
295820,-1.694,-0.343,-0.250,156.794,30.344,-42.198,0
295830,-1.411,-0.170,-0.174,163.344,37.931,-38.794,0
295840,-1.180,-0.078,-0.171,154.504,38.221,-35.107,0
295850,-1.062,-0.061,-0.054,139.244,43.153,-34.687,904
295860,-0.773,-0.017,0.083,119.779,48.061,-35.924,0
295870,-0.622,-0.025,0.173,111.962,46.466,-36.527,0
295880,-0.370,-0.068,0.348,101.298,37.992,-36.702,0
295890,-0.137,-0.142,0.418,90.366,23.702,-35.504,0
295900,0.134,-0.266,0.321,81.718,13.557,-32.275,1021
295910,0.299,-0.383,0.032,66.008,23.588,-25.092,0
295920,0.441,-0.392,-0.011,56.618,30.122,-22.931,0
295930,0.520,-0.353,0.012,38.702,37.221,-19.618,0
295940,0.586,-0.298,0.102,23.481,32.756,-17.443,0
295950,0.576,-0.246,0.286,5.267,17.985,-15.985,1107
295960,0.377,-0.215,0.501,-19.802,-15.954,-14.107,0
295970,0.287,-0.241,0.560,-27.885,-28.626,-13.153,0
295980,0.151,-0.290,0.480,-37.229,-42.443,-12.458,0
295990,0.022,-0.296,0.256,-42.855,-39.023,-12.221,0
296000,-0.055,-0.227,0.012,-48.626,-24.565,-12.771,1153
296010,-0.137,-0.118,-0.153,-67.802,3.229,-14.053,0
296020,-0.156,-0.081,-0.132,-78.069,10.359,-12.733,0
296030,-0.230,-0.085,0.045,-91.344,14.420,-9.458,0
296040,-0.418,-0.059,0.274,-96.962,6.374,0.198,0
296050,-0.852,0.001,0.350,-96.321,-5.786,14.382,1230
296060,-1.777,-0.033,0.351,-105.206,-30.573,42.282,0
296070,-2.000,-0.187,0.331,-113.405,-34.473,44.763,0
296080,-2.000,-0.645,0.236,-144.298,-34.221,26.076,0
296090,-2.000,-0.798,0.040,-170.374,-41.359,-19.145,0
296100,-2.000,-1.077,0.006,-150.740,-49.405,-46.176,1252
296110,-2.000,-1.105,-0.650,-102.153,-28.229,-42.527,0
296120,-2.000,-0.843,-0.701,-92.496,-13.160,-46.061,0
296130,-2.000,-0.159,-0.694,-95.481,8.008,-44.389,0
296140,-2.000,0.455,-0.551,-127.137,21.305,-30.336,0
296150,-1.934,0.851,-0.254,-166.588,22.267,-7.817,1285
296160,-1.474,0.573,-0.065,-182.985,17.046,16.206,0
296170,-1.301,0.357,-0.105,-173.351,19.962,17.328,0
296180,-1.138,0.148,-0.168,-154.901,25.580,14.985,0
296190,-0.986,0.057,-0.188,-146.214,26.084,14.076,0
296200,-0.804,0.010,-0.131,-138.656,27.328,19.679,1322
296210,-0.479,-0.019,0.039,-115.206,25.038,31.237,0
296220,-0.331,-0.004,0.149,-100.832,27.458,33.176,0
296230,-0.126,0.038,0.175,-81.924,30.252,32.061,0
296240,0.034,0.052,0.097,-66.046,32.427,26.916,0
296250,0.157,0.086,0.050,-58.237,28.038,21.840,1308
296260,0.350,-0.010,0.048,-56.214,9.107,10.191,0
296270,0.431,0.023,0.088,-54.458,1.511,4.687,0
296280,0.531,0.126,0.291,-46.031,-13.542,1.855,0
296290,0.539,0.218,0.394,-24.389,-32.374,2.878,0
296300,0.478,0.263,0.453,6.252,-42.687,1.947,1338
296310,0.357,0.304,0.324,44.779,-56.649,-2.542,0
296320,0.285,0.300,0.256,54.618,-60.359,-4.145,0
296330,0.142,0.300,0.063,56.023,-65.275,-7.107,0
296340,-0.073,0.245,-0.259,61.374,-54.756,-6.046,0
296350,-0.300,0.268,-0.479,72.115,-28.000,-4.214,1400
296360,-0.560,0.452,-0.205,86.489,1.634,5.496,0
296370,-0.654,0.469,0.081,90.252,0.321,9.053,0
296380,-0.867,0.347,0.446,92.733,-16.794,5.053,0
296390,-1.223,0.144,0.548,100.412,-42.725,-9.763,0
296400,-1.703,-0.014,0.421,113.916,-60.824,-15.443,1434
296410,-2.000,-0.252,-0.205,146.389,-61.802,-5.885,0
296420,-2.000,-0.364,-0.391,159.038,-48.237,3.206,0
296430,-2.000,-0.333,-0.255,168.473,-16.427,15.015,0
296440,-2.000,0.145,-0.388,168.198,-13.115,8.519,0
296450,-2.000,0.256,-0.730,172.443,-15.282,10.069,1501
296460,-2.000,0.211,-0.420,164.420,2.015,7.023,0
296470,-2.000,0.037,-0.257,169.893,18.939,8.229,0
296480,-1.966,-0.283,-0.185,182.985,51.687,-0.145,0
296490,-1.793,-0.422,-0.209,180.702,59.565,-5.710,0
296500,-1.646,-0.467,-0.167,168.656,51.397,2.466,1556
296510,-1.414,-0.433,-0.120,148.748,38.107,7.450,0
296520,-1.298,-0.407,-0.054,141.588,36.443,3.519,0
296530,-1.023,-0.356,-0.007,132.763,37.130,-5.809,0
296540,-0.791,-0.340,0.015,122.176,34.405,-17.924,0
296550,-0.584,-0.354,0.200,111.489,25.992,-27.779,1547
296560,-0.266,-0.356,0.319,93.924,-2.237,-39.779,0
296570,-0.134,-0.358,0.265,85.748,-8.649,-42.145,0
296580,0.049,-0.354,0.167,67.550,-7.496,-42.542,0
296590,0.242,-0.281,0.064,45.504,2.832,-37.878,0
296600,0.458,-0.163,0.042,18.794,18.817,-27.847,1529
296610,0.694,-0.109,0.207,-13.557,30.237,-14.176,0
296620,0.712,-0.128,0.291,-24.252,26.061,-10.229,0
296630,0.605,-0.206,0.355,-36.672,9.924,-7.176,0
296640,0.398,-0.299,0.434,-47.260,-12.244,-3.748,0
296650,0.230,-0.360,0.509,-60.702,-34.427,2.672,1547
296660,0.044,-0.446,0.378,-70.282,-48.382,1.504,0
296670,-0.017,-0.436,0.281,-71.252,-43.908,-0.710,0
296680,-0.094,-0.336,0.090,-77.954,-25.908,-2.122,0
296690,-0.140,-0.235,-0.000,-92.573,-2.420,-4.099,0
296700,-0.257,-0.158,0.137,-109.595,26.290,-4.305,1481
296710,-0.339,-0.090,0.444,-128.802,2.580,4.130,0
296720,-0.515,-0.050,0.327,-128.824,-16.779,11.618,0
296730,-1.040,-0.002,0.347,-126.603,-27.305,30.168,0
296740,-1.805,-0.156,0.365,-136.160,-33.443,45.489,0
296750,-2.000,-0.509,0.211,-165.771,-22.328,39.595,1408
296760,-2.000,-1.032,-0.008,-207.046,-11.519,-31.893,0
296770,-2.000,-1.111,-0.215,-178.832,-22.695,-66.824,0
296780,-2.000,-1.043,-0.793,-122.061,-4.603,-61.328,0
296790,-2.000,-0.890,-0.807,-96.405,6.359,-52.168,0
296800,-2.000,-0.403,-0.713,-94.595,22.466,-37.282,1308
296810,-1.793,0.292,-0.340,-113.420,61.649,-7.977,0
296820,-1.656,0.464,-0.103,-140.824,55.908,4.275,0
296830,-1.380,0.519,0.130,-187.534,19.473,18.748,0
296840,-1.177,0.411,-0.000,-196.557,-4.672,19.817,0
296850,-1.143,0.257,-0.168,-181.115,-8.893,19.122,1216
296860,-1.050,0.199,-0.308,-149.122,7.466,22.069,0
296870,-0.994,0.210,-0.245,-140.702,10.160,25.382,0
296880,-0.888,0.216,-0.147,-122.855,9.641,33.557,0
296890,-0.668,0.121,0.071,-103.206,13.344,37.237,0
296900,-0.412,0.098,0.135,-75.366,19.863,35.489,1191
296910,-0.059,0.131,0.238,-46.725,19.855,29.733,0
296920,0.095,0.056,0.241,-41.427,10.542,25.733,0
296930,0.411,0.098,0.021,-40.336,-5.015,17.664,0
296940,0.553,-0.000,-0.186,-41.359,-11.359,11.802,0
296950,0.549,-0.050,-0.173,-38.145,-15.031,7.206,1030
296960,0.386,0.109,0.020,-20.840,-20.267,4.260,0
296970,0.294,0.187,0.156,-12.840,-25.527,3.000,0
296980,0.174,0.303,0.332,7.160,-45.527,4.504,0
296990,0.086,0.333,0.393,34.908,-55.580,6.435,0
297000,0.011,0.312,0.321,63.748,-56.267,5.153,772
297010,-0.072,0.277,-0.022,84.687,-43.794,1.206,0
297020,-0.107,0.300,-0.146,84.443,-32.977,1.328,0
297030,-0.227,0.343,-0.105,79.168,-19.947,6.634,0
297040,-0.394,0.331,0.169,82.099,-19.366,15.672,0
297050,-0.624,0.180,0.431,83.962,-32.061,17.038,612
297060,-1.306,-0.170,0.511,75.748,-68.649,3.290,0
297070,-1.690,-0.258,0.371,75.160,-78.107,-5.687,0
297080,-2.000,-0.428,0.103,80.931,-71.992,-15.099,0
297090,-2.000,-0.331,-0.021,97.382,-58.542,-22.351,0
297100,-2.000,0.202,0.016,111.061,-49.359,-10.298,490
297110,-2.000,0.531,-0.119,134.992,-27.321,12.328,0
297120,-2.000,0.411,-0.336,136.947,-22.420,11.565,0
297130,-2.000,0.176,-0.544,142.916,2.786,6.053,0
297140,-2.000,-0.011,-0.586,138.885,20.137,-4.198,0
297150,-2.000,-0.141,-0.529,138.168,33.771,-16.099,409
297160,-1.930,-0.332,-0.409,145.053,42.206,-26.359,0
297170,-1.830,-0.300,-0.322,150.405,39.176,-29.275,0
297180,-1.462,-0.324,-0.067,151.702,28.786,-28.992,0
297190,-1.137,-0.173,0.171,139.069,19.863,-30.198,0
297200,-0.820,-0.046,0.271,128.878,14.702,-30.221,378
297210,-0.464,-0.126,0.396,126.137,10.794,-33.687,0
297220,-0.381,-0.159,0.389,123.481,10.359,-35.832,0
297230,-0.216,-0.230,0.278,111.328,10.863,-35.260,0
297240,-0.085,-0.323,0.145,92.985,13.427,-32.130,0
297250,0.044,-0.396,0.089,75.237,20.351,-28.069,311
297260,0.187,-0.388,-0.028,54.740,38.626,-23.489,0
297270,0.206,-0.376,-0.085,47.046,42.473,-24.336,0
297280,0.240,-0.362,-0.068,31.618,51.374,-23.397,0
297290,0.232,-0.333,0.062,18.893,45.992,-25.672,0
297300,0.189,-0.308,0.284,1.779,29.901,-28.313,272
297310,0.186,-0.337,0.601,-29.099,0.267,-28.626,0
297320,0.223,-0.373,0.657,-41.664,-11.603,-29.206,0
297330,0.283,-0.376,0.621,-56.374,-24.878,-29.733,0
297340,0.261,-0.354,0.425,-63.710,-28.847,-30.198,0
297350,0.175,-0.291,0.088,-66.176,-21.802,-31.603,269
297360,-0.044,-0.166,-0.153,-77.191,-4.924,-32.641,0
297370,-0.146,-0.167,-0.049,-82.947,-1.344,-31.176,0
297380,-0.290,-0.145,0.107,-85.122,-8.267,-27.916,0
297390,-0.593,-0.081,0.349,-78.855,-24.565,-18.176,0
297400,-1.029,0.043,0.362,-65.099,-37.412,0.649,251
297410,-2.000,0.106,0.295,-78.649,-53.969,31.305,0
297420,-2.000,0.003,0.307,-104.351,-64.267,42.817,0
297430,-2.000,-0.674,0.407,-147.656,-76.550,39.916,0
297440,-2.000,-1.516,0.214,-153.496,-61.595,-12.603,0
297450,-2.000,-1.663,-0.265,-97.107,-19.550,-56.573,236
297460,-2.000,-0.930,-0.724,-30.595,4.939,-59.359,0
297470,-2.000,-0.526,-0.735,-26.733,15.962,-49.870,0
297480,-2.000,0.053,-0.496,-52.519,34.870,-21.992,0
297490,-2.000,0.244,-0.271,-107.321,23.137,8.450,0
297500,-1.867,0.143,-0.095,-144.947,4.046,27.389,226
297510,-1.364,-0.085,-0.067,-164.656,-13.130,23.595,0
297520,-1.222,-0.123,-0.080,-167.588,-17.435,21.550,0
297530,-1.076,-0.081,-0.302,-167.420,-16.710,23.573,0
297540,-0.919,-0.057,-0.172,-164.817,-18.252,26.420,0
297550,-0.762,-0.015,0.044,-142.237,-7.695,28.634,226
297560,-0.495,0.008,0.096,-104.443,5.702,29.466,0
297570,-0.372,0.022,0.100,-90.534,7.855,27.947,0
297580,-0.165,0.082,0.162,-71.160,9.885,23.771,0
297590,0.017,0.101,0.098,-51.763,13.359,17.458,0
297600,0.148,0.130,-0.060,-44.550,19.267,11.046,224
297610,0.237,0.189,0.000,-48.382,11.649,11.733,0
297620,0.266,0.216,0.052,-47.611,4.061,15.580,0
297630,0.281,0.314,0.082,-37.443,-9.786,21.977,0
297640,0.234,0.416,0.148,-18.779,-19.076,28.084,0
297650,0.189,0.448,0.314,10.588,-27.290,31.924,229
297660,0.186,0.321,0.340,48.985,-35.573,28.481,0
297670,0.157,0.276,0.246,58.626,-34.145,25.489,0
297680,0.080,0.221,0.050,71.847,-24.275,21.840,0
297690,-0.038,0.130,-0.175,75.740,-9.626,20.863,0
297700,-0.178,0.081,-0.332,76.092,4.573,22.389,235
297710,-0.408,0.105,-0.194,81.618,14.466,30.824,0
297720,-0.500,0.126,0.010,86.344,9.450,31.420,0
297730,-0.752,0.169,0.472,91.427,-6.298,29.450,0
297740,-1.123,-0.014,0.643,88.511,-30.595,22.076,0
297750,-1.708,-0.261,0.427,86.046,-54.443,9.511,253
297760,-2.000,-0.541,-0.174,94.595,-53.046,-4.374,0
297770,-2.000,-0.470,-0.300,95.695,-47.870,-14.779,0
297780,-2.000,0.130,0.115,89.321,-35.076,-15.763,0
297790,-2.000,0.462,0.338,117.931,-12.298,25.061,0
297800,-2.000,0.231,-0.251,136.382,-13.076,33.031,359
297810,-2.000,-0.129,-0.653,139.321,4.878,3.763,0
297820,-2.000,-0.192,-0.631,135.229,11.710,-10.000,0
297830,-2.000,-0.291,-0.524,135.542,15.374,-26.634,0
297840,-2.000,-0.357,-0.445,143.672,17.198,-36.298,0
297850,-1.729,-0.385,-0.352,151.130,26.053,-35.420,470
297860,-1.245,-0.156,-0.150,152.298,40.206,-28.443,0
297870,-1.133,-0.139,-0.104,148.321,39.824,-27.061,0
297880,-0.922,-0.131,0.178,137.122,33.099,-29.924,0
297890,-0.627,-0.138,0.364,129.878,24.649,-34.565,0
297900,-0.334,-0.129,0.395,124.893,15.504,-37.450,561
297910,-0.086,-0.208,0.348,104.473,1.397,-39.397,0
297920,0.030,-0.273,0.299,95.626,0.282,-38.290,0
297930,0.210,-0.356,0.104,76.885,5.153,-33.817,0
297940,0.301,-0.384,-0.071,57.008,15.649,-26.122,0
297950,0.273,-0.406,-0.079,36.672,24.527,-19.656,760
297960,0.234,-0.364,0.121,12.260,28.779,-12.840,0
297970,0.254,-0.317,0.247,0.763,21.664,-13.168,0
297980,0.255,-0.306,0.455,-17.687,2.977,-13.008,0
297990,0.242,-0.335,0.590,-34.550,-20.557,-13.313,0
298000,0.204,-0.352,0.506,-45.328,-31.786,-13.290,872
298010,0.115,-0.347,0.161,-54.206,-19.573,-13.061,0
298020,0.062,-0.330,0.020,-60.412,-7.076,-13.069,0
298030,-0.041,-0.270,-0.136,-75.450,15.000,-12.206,0
298040,-0.135,-0.219,-0.089,-90.160,29.198,-9.947,0
298050,-0.266,-0.186,0.124,-102.351,26.649,-3.565,969
298060,-0.642,-0.048,0.411,-99.786,-0.260,14.985,0
298070,-0.882,0.025,0.486,-96.282,-9.397,24.786,0
298080,-1.360,0.062,0.504,-96.893,-23.595,46.656,0
298090,-2.000,-0.073,0.483,-118.023,-24.649,62.504,0
298100,-2.000,-0.604,0.335,-148.206,-27.756,54.695,1026
298110,-2.000,-1.333,0.071,-145.130,-38.069,-23.481,0
298120,-2.000,-1.420,-0.261,-123.580,-27.221,-44.420,0
298130,-2.000,-1.310,-0.723,-62.015,16.130,-48.496,0
298140,-2.000,-0.688,-0.821,-60.099,28.076,-50.076,0
298150,-2.000,0.066,-0.641,-92.061,41.382,-31.443,967
298160,-1.913,0.475,-0.140,-147.802,36.779,12.511,0
298170,-1.700,0.397,0.088,-171.557,20.374,24.802,0
298180,-1.394,0.201,0.159,-189.351,-2.130,27.206,0
298190,-1.159,0.029,0.047,-179.687,1.786,25.198,0
298200,-1.094,-0.025,-0.152,-165.298,7.336,18.450,974
298210,-0.997,0.050,-0.242,-151.084,5.053,20.565,0
298220,-0.918,0.067,-0.178,-140.450,6.504,25.542,0
298230,-0.755,0.053,-0.068,-119.672,7.595,29.656,0
298240,-0.533,0.063,0.060,-92.985,12.779,30.763,0
298250,-0.334,0.156,0.168,-68.450,16.099,28.237,986
298260,-0.023,0.202,0.053,-49.351,15.885,22.794,0
298270,0.076,0.240,-0.050,-45.496,14.298,18.870,0
298280,0.261,0.205,-0.205,-44.183,15.084,15.389,0
298290,0.364,0.164,-0.180,-42.771,16.550,12.435,0
298300,0.381,0.185,0.026,-32.595,14.099,12.908,1025
298310,0.409,0.322,0.319,-1.244,-7.191,18.924,0
298320,0.397,0.364,0.385,13.756,-17.702,21.328,0
298330,0.352,0.321,0.430,47.305,-33.092,21.687,0
298340,0.247,0.171,0.331,74.244,-42.366,14.847,0
298350,0.137,0.127,0.187,87.695,-43.267,5.878,1164
298360,-0.077,0.104,-0.135,84.427,-31.359,1.221,0
298370,-0.196,0.094,-0.241,81.969,-19.840,3.160,0
298380,-0.377,0.140,-0.233,80.214,-0.779,7.672,0
298390,-0.545,0.215,0.083,81.954,2.664,9.565,0
298400,-0.779,0.121,0.474,80.099,-13.924,5.412,1301
298410,-1.445,-0.020,0.578,77.351,-61.008,-10.725,0
298420,-1.878,-0.070,0.318,84.977,-74.198,-12.344,0
298430,-2.000,-0.157,-0.097,117.603,-62.519,-4.198,0
298440,-2.000,-0.146,-0.174,151.145,-47.450,8.099,0
298450,-2.000,0.111,-0.011,169.992,-27.046,26.969,1367
298460,-2.000,0.210,-0.392,169.763,-29.634,15.687,0
298470,-2.000,0.072,-0.656,159.580,-21.878,7.466,0
298480,-2.000,-0.136,-0.602,133.336,18.534,0.634,0
298490,-2.000,-0.272,-0.309,104.733,33.481,-11.229,0
298500,-1.692,-0.351,-0.009,103.107,38.672,-13.855,1398
298510,-1.503,-0.618,0.104,144.824,20.557,-16.366,0
298520,-1.487,-0.569,-0.003,154.198,13.710,-18.412,0
298530,-1.297,-0.467,-0.126,143.099,10.992,-18.885,0
298540,-1.125,-0.400,-0.121,124.794,13.725,-26.336,0
298550,-0.958,-0.304,0.077,116.298,18.366,-33.611,1402
298560,-0.658,-0.212,0.222,109.466,11.000,-42.901,0
298570,-0.503,-0.201,0.178,104.557,8.550,-45.321,0
298580,-0.280,-0.231,0.120,89.908,11.916,-46.656,0
298590,-0.009,-0.295,0.006,72.450,23.176,-45.924,0
298600,0.230,-0.281,-0.093,48.794,40.618,-40.511,1421
298610,0.383,-0.285,0.064,22.771,51.313,-31.573,0
298620,0.452,-0.282,0.193,13.084,44.695,-28.924,0
298630,0.594,-0.238,0.364,2.374,26.771,-26.046,0
298640,0.654,-0.208,0.488,-11.542,-3.336,-23.305,0
298650,0.575,-0.167,0.536,-25.305,-33.466,-21.198,1451
298660,0.369,-0.230,0.440,-38.290,-53.405,-13.443,0
298670,0.279,-0.259,0.334,-42.756,-51.321,-9.916,0
298680,0.108,-0.315,0.115,-49.725,-34.420,-3.695,0
298690,-0.018,-0.288,-0.085,-59.565,-12.206,-0.534,0
298700,-0.132,-0.213,-0.186,-76.313,18.565,5.206,1462
298710,-0.238,-0.094,-0.258,-92.550,44.733,10.374,0
298720,-0.295,-0.090,-0.201,-99.634,46.931,12.595,0
298730,-0.437,-0.093,0.059,-115.061,37.687,19.489,0
298740,-0.732,-0.026,0.233,-124.374,24.046,28.122,0
298750,-1.194,-0.049,0.504,-138.649,5.794,42.412,1438
298760,-2.000,-0.358,0.851,-174.504,-15.229,52.954,0
298770,-2.000,-0.588,0.833,-180.977,-9.985,33.733,0
298780,-2.000,-0.813,0.456,-160.748,-15.740,-24.611,0
298790,-2.000,-1.233,-0.123,-75.649,-48.473,-69.588,0
298800,-2.000,-0.924,-1.040,-18.756,-20.817,-58.855,1453
298810,-2.000,-0.557,-0.859,-42.015,-2.878,-43.000,0
298820,-2.000,-0.142,-0.805,-68.527,16.221,-34.229,0
298830,-1.912,0.336,-0.687,-124.595,39.779,-14.672,0
298840,-1.690,0.473,-0.443,-161.450,49.794,4.916,0
298850,-1.476,0.389,-0.132,-181.916,52.763,13.092,1470
298860,-1.168,0.230,-0.062,-167.382,44.137,7.069,0
298870,-1.097,0.214,-0.145,-160.672,37.695,8.924,0
298880,-0.982,0.198,-0.162,-148.137,38.450,16.336,0
298890,-0.840,0.115,-0.043,-136.710,41.473,24.985,0
298900,-0.641,0.052,0.071,-123.702,28.000,35.344,1464
298910,-0.294,0.020,-0.023,-103.977,11.992,42.427,0
298920,-0.180,0.028,-0.061,-91.573,14.695,42.847,0
298930,-0.037,0.062,-0.129,-71.679,18.725,42.962,0
298940,0.094,0.137,-0.171,-48.130,18.779,40.802,0
298950,0.223,0.148,-0.091,-32.153,23.863,33.527,1468
298960,0.393,0.256,0.299,-16.672,9.061,35.847,0
298970,0.474,0.303,0.400,-9.481,-2.298,36.534,0
298980,0.558,0.414,0.487,16.344,-22.969,36.321,0
298990,0.555,0.373,0.612,49.000,-33.122,34.389,0
299000,0.508,0.275,0.604,74.443,-50.924,25.206,1455
299010,0.344,0.138,0.329,99.756,-63.756,11.229,0
299020,0.275,0.100,0.134,104.382,-62.107,5.221,0
299030,0.064,0.016,-0.247,105.779,-46.176,1.221,0
299040,-0.168,-0.022,-0.469,103.473,-21.641,1.084,0
299050,-0.324,0.024,-0.486,102.885,-6.084,5.817,1447
299060,-0.458,0.165,-0.022,104.832,-2.481,12.374,0
299070,-0.537,0.182,0.191,108.260,-10.382,12.969,0
299080,-0.764,0.115,0.512,113.710,-35.855,8.084,0
299090,-1.172,0.042,0.576,114.771,-63.969,-2.855,0
299100,-1.965,-0.089,0.360,126.817,-69.847,-15.656,1396
299110,-2.000,-0.455,-0.462,144.145,-32.397,-7.985,0
299120,-2.000,-0.577,-0.874,135.084,-0.557,-0.374,0
299130,-2.000,-0.065,-0.545,121.198,12.481,18.634,0
299140,-2.000,0.219,-0.609,131.550,-29.824,21.679,0
299150,-2.000,0.185,-0.781,125.687,-47.969,6.206,1202
299160,-2.000,-0.019,-0.755,107.962,-0.328,2.427,0
299170,-2.000,-0.120,-0.714,102.076,19.267,-3.511,0
299180,-2.000,-0.246,-0.487,111.038,30.985,-11.626,0
299190,-1.878,-0.292,-0.401,136.313,34.924,-16.992,0
299200,-1.624,-0.268,-0.257,146.061,29.618,-17.809,1025
299210,-1.230,-0.198,-0.191,128.298,23.702,-20.359,0
299220,-1.066,-0.213,-0.140,117.221,25.115,-25.656,0
299230,-0.808,-0.221,0.016,107.603,30.206,-34.878,0
299240,-0.541,-0.232,0.219,103.008,31.626,-41.702,0
299250,-0.321,-0.279,0.423,101.511,21.565,-48.725,790
299260,0.027,-0.311,0.437,96.771,3.718,-52.290,0
299270,0.163,-0.294,0.308,87.328,3.229,-52.008,0
299280,0.335,-0.257,0.071,65.573,13.672,-49.389,0
299290,0.530,-0.275,0.009,33.588,28.954,-42.260,0
299300,0.682,-0.292,0.129,9.679,29.260,-37.611,613
299310,0.725,-0.221,0.350,-13.672,6.237,-27.534,0
299320,0.621,-0.197,0.432,-19.985,-11.298,-21.313,0
299330,0.420,-0.238,0.578,-29.794,-38.679,-14.557,0
299340,0.262,-0.269,0.540,-38.679,-62.824,-9.198,0
299350,0.110,-0.306,0.340,-42.824,-67.878,-6.206,536
299360,-0.041,-0.289,-0.019,-55.344,-43.153,-3.962,0
299370,-0.096,-0.249,-0.117,-61.756,-28.588,-3.450,0
299380,-0.175,-0.205,-0.189,-76.359,-4.252,-3.924,0
299390,-0.266,-0.199,0.033,-88.420,2.809,-3.580,0
299400,-0.425,-0.147,0.287,-91.214,-9.962,-1.198,426
299410,-0.941,-0.011,0.362,-76.748,-27.015,14.565,0
299420,-1.328,-0.037,0.354,-75.718,-34.099,24.366,0
299430,-2.000,-0.200,0.282,-97.977,-33.443,36.389,0
299440,-2.000,-0.571,0.204,-135.420,-10.267,33.481,0
299450,-2.000,-1.014,0.087,-159.695,-22.878,-1.832,386
299460,-2.000,-1.294,-0.473,-119.069,-13.412,-45.229,0
299470,-2.000,-1.285,-0.560,-81.893,2.847,-50.275,0
299480,-2.000,-0.892,-0.693,-55.160,7.634,-48.496,0
299490,-2.000,-0.398,-0.694,-49.916,34.817,-33.008,0
299500,-2.000,-0.022,-0.498,-77.366,48.023,-11.183,380
299510,-1.908,0.185,-0.134,-138.427,32.832,12.710,0
299520,-1.719,0.122,-0.112,-160.313,23.718,14.641,0
299530,-1.297,0.017,-0.144,-175.153,13.908,10.771,0
299540,-0.911,0.042,-0.193,-178.412,5.206,11.664,0
299550,-0.727,0.109,-0.117,-179.382,3.443,11.260,365
299560,-0.504,0.136,0.092,-161.695,-5.824,14.809,0
299570,-0.419,0.108,0.093,-145.252,-5.550,17.023,0
299580,-0.293,0.067,0.151,-115.855,3.611,18.924,0
299590,-0.124,0.104,0.262,-83.595,9.847,18.076,0
299600,0.025,0.126,0.267,-59.450,12.130,19.740,357
299610,0.232,0.176,0.094,-41.389,2.130,17.389,0
299620,0.287,0.181,0.005,-38.115,-3.267,14.924,0
299630,0.276,0.122,-0.067,-32.885,-10.176,11.565,0
299640,0.216,0.180,-0.055,-24.603,-18.893,8.656,0
299650,0.195,0.281,0.020,-10.221,-26.168,9.794,314
299660,0.189,0.430,0.258,19.847,-38.695,12.397,0
299670,0.186,0.456,0.350,35.405,-42.481,13.282,0
