Time(ms),Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,CO2
27670,-0.971,-0.110,-0.231,2.183,-2.573,0.634,0
27680,-0.969,-0.111,-0.230,2.168,-2.664,0.328,0
27690,-0.970,-0.114,-0.224,2.015,-2.656,0.366,0
27700,-0.975,-0.115,-0.222,1.588,-2.282,0.412,322
27710,-0.982,-0.114,-0.227,1.855,-1.969,0.313,0
27720,-0.971,-0.112,-0.221,1.511,-1.405,0.137,0
27730,-0.977,-0.113,-0.222,1.733,-1.092,0.244,0
27740,-0.980,-0.111,-0.226,1.481,-0.802,0.191,0
27750,-0.978,-0.109,-0.223,1.573,-0.992,0.481,332
27760,-0.983,-0.119,-0.226,1.550,-1.008,0.458,0
27770,-0.976,-0.109,-0.227,1.489,-1.092,0.626,0
27780,-0.982,-0.117,-0.229,2.023,-1.160,0.649,0
27790,-0.982,-0.109,-0.221,1.947,-1.656,0.519,0
27800,-0.978,-0.108,-0.227,1.916,-1.977,0.595,345
27810,-0.978,-0.110,-0.209,0.641,-2.244,0.756,0
27820,-0.982,-0.105,-0.212,0.305,-2.282,0.733,0
27830,-0.978,-0.110,-0.225,0.672,-1.977,0.802,0
27840,-0.982,-0.119,-0.239,1.687,-1.641,0.985,0
27850,-0.983,-0.121,-0.230,1.748,-0.626,0.534,332
27860,-0.970,-0.110,-0.208,1.405,-0.153,0.076,0
27870,-0.971,-0.114,-0.204,1.107,0.023,0.458,0
27880,-0.971,-0.115,-0.204,1.076,-0.534,0.420,0
27890,-0.967,-0.119,-0.216,1.397,-1.313,0.481,0
27900,-0.975,-0.114,-0.232,1.282,-2.206,0.519,357
27910,-0.979,-0.104,-0.229,1.260,-2.580,0.504,0
27920,-0.983,-0.109,-0.226,1.321,-2.679,0.649,0
27930,-0.984,-0.114,-0.224,1.649,-2.397,1.122,0
27940,-0.982,-0.112,-0.229,1.458,-2.534,0.794,0
27950,-0.984,-0.110,-0.229,1.496,-1.992,0.992,386
27960,-0.982,-0.111,-0.225,1.115,-1.183,0.977,0
27970,-0.978,-0.109,-0.229,0.947,-0.939,0.901,0
27980,-0.970,-0.121,-0.223,0.809,-0.244,0.931,0
27990,-0.969,-0.119,-0.220,0.901,-0.305,0.916,0
28000,-0.977,-0.113,-0.225,0.542,-0.458,0.771,390
28010,-0.976,-0.114,-0.221,0.641,-0.527,0.817,0
28020,-0.978,-0.111,-0.220,0.809,-0.313,0.626,0
28030,-0.978,-0.112,-0.220,0.802,-0.756,0.939,0
28040,-0.982,-0.110,-0.219,1.267,-0.840,0.908,0
28050,-0.985,-0.112,-0.220,1.046,-1.321,0.802,412
28060,-0.980,-0.113,-0.221,1.229,-1.634,1.160,0
28070,-0.980,-0.105,-0.225,1.122,-1.344,1.069,0
28080,-0.981,-0.107,-0.218,1.542,-0.901,1.496,0
28090,-0.982,-0.111,-0.223,1.198,-0.672,1.298,0
28100,-0.977,-0.109,-0.223,1.107,-0.634,1.473,476
28110,-0.981,-0.108,-0.225,0.695,-0.954,1.473,0
28120,-0.983,-0.111,-0.226,0.733,-0.870,1.771,0
28130,-0.976,-0.109,-0.226,0.885,-1.260,1.718,0
28140,-0.978,-0.107,-0.224,1.137,-1.107,1.542,0
28150,-0.980,-0.111,-0.220,1.313,-1.084,1.649,557
28160,-0.972,-0.113,-0.219,1.260,-1.427,1.466,0
28170,-0.974,-0.116,-0.223,1.061,-1.550,1.634,0
28180,-0.975,-0.108,-0.225,1.092,-1.939,1.168,0
28190,-0.981,-0.107,-0.226,0.824,-1.641,1.313,0
28200,-0.980,-0.114,-0.226,1.130,-1.214,1.336,624
28210,-0.980,-0.103,-0.222,0.786,-0.870,1.153,0
28220,-0.985,-0.105,-0.218,0.756,-0.672,1.458,0
28230,-0.985,-0.107,-0.219,1.061,-0.550,1.366,0
28240,-0.983,-0.107,-0.219,0.802,-0.725,1.168,0
28250,-0.983,-0.114,-0.221,0.710,-0.534,1.244,698
28260,-0.975,-0.112,-0.215,1.168,-0.702,1.473,0
28270,-0.977,-0.108,-0.217,1.443,-1.275,1.221,0
28280,-0.984,-0.109,-0.210,1.130,-1.305,1.389,0
28290,-0.983,-0.107,-0.217,1.405,-1.298,1.198,0
28300,-0.990,-0.101,-0.208,0.466,-0.489,0.840,757
28310,-0.975,-0.111,-0.218,0.122,-0.763,1.298,0
28320,-0.978,-0.111,-0.228,0.229,-0.565,1.420,0
28330,-0.982,-0.117,-0.233,0.702,-0.092,1.221,0
28340,-0.979,-0.115,-0.236,0.702,0.702,0.977,0
28350,-0.988,-0.110,-0.216,0.595,2.130,0.779,801
28360,-0.976,-0.109,-0.202,0.321,3.527,0.427,0
28370,-0.969,-0.106,-0.207,0.092,3.389,0.542,0
28380,-0.967,-0.113,-0.223,-0.145,2.985,0.466,0
28390,-0.971,-0.108,-0.224,-0.656,2.031,0.733,0
28400,-0.980,-0.109,-0.219,-0.290,1.214,0.519,869
28410,-0.980,-0.110,-0.208,1.015,-0.725,0.214,0
28420,-0.987,-0.104,-0.210,1.679,-1.000,0.305,0
28430,-0.991,-0.107,-0.221,1.786,-1.687,0.267,0
28440,-0.986,-0.102,-0.228,1.534,-1.992,0.107,0
28450,-0.985,-0.108,-0.231,1.084,-1.573,0.374,962
28460,-0.988,-0.114,-0.232,0.718,-0.763,0.176,0
28470,-0.983,-0.111,-0.234,0.557,-0.229,0.137,0
28480,-0.975,-0.118,-0.228,0.489,-0.107,0.191,0
28490,-0.975,-0.110,-0.221,0.542,0.519,0.084,0
28500,-0.979,-0.109,-0.215,0.740,0.695,0.191,1027
28510,-0.980,-0.102,-0.209,1.168,0.168,-0.099,0
28520,-0.976,-0.109,-0.213,1.305,-0.473,-0.084,0
28530,-0.982,-0.105,-0.221,1.481,-0.901,0.359,0
28540,-0.987,-0.104,-0.224,1.115,-1.305,-0.092,0
28550,-0.982,-0.102,-0.224,1.115,-1.481,0.015,1039
28560,-0.978,-0.111,-0.219,1.351,-0.649,0.328,0
28570,-0.983,-0.111,-0.212,1.443,-0.611,-0.122,0
28580,-0.986,-0.109,-0.218,1.427,-0.687,0.107,0
28590,-0.973,-0.107,-0.216,1.260,-0.198,0.176,0
28600,-0.976,-0.108,-0.224,1.076,-0.733,0.092,1053
28610,-0.979,-0.110,-0.224,0.817,-0.672,0.412,0
28620,-0.980,-0.107,-0.219,1.115,-0.985,-0.160,0
28630,-0.982,-0.110,-0.227,1.099,-0.672,-0.076,0
28640,-0.980,-0.112,-0.229,1.191,-0.031,-0.275,0
28650,-0.982,-0.114,-0.220,1.550,-0.328,0.000,1073
28660,-0.977,-0.117,-0.220,1.473,0.107,-0.565,0
28670,-0.975,-0.120,-0.219,1.237,-0.092,-0.885,0
28680,-0.975,-0.123,-0.218,1.595,0.321,-1.160,0
28690,-0.970,-0.116,-0.216,1.611,0.107,-1.649,0
28700,-0.972,-0.109,-0.216,1.702,-0.145,-2.298,1080
28710,-0.979,-0.110,-0.222,1.473,-0.153,-2.435,0
28720,-0.983,-0.109,-0.221,1.511,0.282,-2.282,0
28730,-0.979,-0.111,-0.215,0.992,-0.153,-1.672,0
28740,-0.981,-0.115,-0.219,1.168,0.710,-1.588,0
28750,-0.985,-0.112,-0.221,1.802,1.351,-1.466,1098
28760,-0.984,-0.115,-0.220,2.695,1.313,-1.595,0
28770,-0.980,-0.109,-0.216,3.061,1.832,-1.954,0
28780,-0.978,-0.106,-0.219,3.542,1.466,-1.664,0
28790,-0.983,-0.109,-0.215,3.718,1.389,-1.901,0
28800,-0.977,-0.108,-0.212,3.679,1.069,-2.313,1093
28810,-0.983,-0.100,-0.203,2.527,1.687,-2.008,0
28820,-0.972,-0.098,-0.204,2.038,1.061,-1.504,0
28830,-0.971,-0.108,-0.219,2.328,0.504,-1.168,0
28840,-0.972,-0.114,-0.240,3.313,0.084,-0.702,0
28850,-0.983,-0.118,-0.251,4.153,-0.359,-0.954,1098
28860,-0.998,-0.103,-0.225,3.939,0.282,-1.053,0
28870,-0.999,-0.098,-0.208,3.779,0.702,-1.160,0
28880,-0.990,-0.096,-0.203,3.450,1.038,-0.756,0
28890,-0.984,-0.096,-0.207,3.573,0.702,-0.206,0
28900,-0.981,-0.107,-0.224,3.695,-0.282,0.252,1122
28910,-0.972,-0.116,-0.224,3.557,-1.710,1.191,0
28920,-0.977,-0.109,-0.218,3.885,-2.351,0.885,0
28930,-0.976,-0.109,-0.221,4.061,-2.740,1.153,0
28940,-0.978,-0.121,-0.218,4.496,-2.878,1.351,0
28950,-0.978,-0.118,-0.218,4.229,-2.443,1.252,1131
28960,-0.978,-0.122,-0.221,4.267,-1.252,1.313,0
28970,-0.981,-0.117,-0.219,3.611,-0.206,1.656,0
28980,-0.980,-0.123,-0.221,3.916,0.427,1.656,0
28990,-0.987,-0.128,-0.211,3.878,0.412,1.802,0
29000,-0.989,-0.117,-0.211,3.885,0.496,1.985,1142
29010,-0.992,-0.122,-0.219,3.687,0.626,2.290,0
29020,-0.992,-0.123,-0.215,3.687,0.916,2.450,0
29030,-0.987,-0.122,-0.224,3.824,1.206,2.847,0
29040,-0.990,-0.110,-0.221,3.244,2.130,3.198,0
29050,-0.987,-0.115,-0.224,3.145,2.779,3.611,1155
29060,-0.972,-0.121,-0.218,3.267,4.069,4.038,0
29070,-0.972,-0.122,-0.209,3.366,4.573,3.901,0
29080,-0.969,-0.128,-0.213,3.580,4.809,4.061,0
29090,-0.964,-0.132,-0.210,4.206,5.076,3.763,0
29100,-0.963,-0.129,-0.214,3.992,4.885,3.145,1172
29110,-0.968,-0.129,-0.222,3.435,3.359,3.023,0
29120,-0.970,-0.124,-0.221,3.107,3.214,2.954,0
29130,-0.972,-0.128,-0.227,3.313,2.550,2.618,0
29140,-0.973,-0.130,-0.234,3.664,1.931,2.496,0
29150,-0.972,-0.126,-0.230,3.611,1.641,2.351,1184
29160,-0.978,-0.122,-0.237,3.321,1.382,2.168,0
29170,-0.978,-0.121,-0.236,2.977,1.122,2.275,0
29180,-0.985,-0.120,-0.237,2.427,0.954,2.115,0
29190,-0.976,-0.113,-0.241,1.771,0.702,2.397,0
29200,-0.980,-0.115,-0.237,1.443,0.809,2.359,1150
29210,-0.981,-0.111,-0.227,0.954,0.672,2.275,0
29220,-0.973,-0.110,-0.227,1.397,0.641,1.931,0
29230,-0.968,-0.115,-0.232,0.260,0.397,1.802,0
29240,-0.977,-0.125,-0.229,-0.321,0.519,1.679,0
29250,-0.962,-0.126,-0.225,-1.237,0.389,0.962,1139
29260,-0.969,-0.126,-0.231,-2.076,-0.275,0.947,0
29270,-0.968,-0.126,-0.229,-2.626,-0.771,0.718,0
29280,-0.972,-0.116,-0.231,-3.679,-0.809,0.863,0
29290,-0.974,-0.124,-0.229,-4.618,-0.962,0.443,0
29300,-0.972,-0.115,-0.233,-5.267,-0.809,0.450,1197
29310,-0.978,-0.111,-0.223,-5.649,-0.511,0.214,0
29320,-0.983,-0.111,-0.229,-5.702,-0.687,0.015,0
29330,-0.988,-0.112,-0.233,-5.611,-0.893,-0.458,0
29340,-0.990,-0.105,-0.239,-5.687,-1.023,-0.260,0
29350,-0.995,-0.092,-0.238,-4.771,-0.977,-0.260,1242
29360,-0.992,-0.090,-0.231,-4.405,-0.962,-0.244,0
29370,-0.989,-0.093,-0.229,-4.351,-0.504,-0.466,0
29380,-0.978,-0.090,-0.225,-4.611,-0.084,-0.183,0
29390,-0.975,-0.099,-0.221,-5.099,-0.305,0.412,0
29400,-0.967,-0.117,-0.237,-4.344,-0.763,0.725,1238
29410,-0.965,-0.125,-0.246,-3.275,-0.603,0.534,0
29420,-0.973,-0.118,-0.236,-2.542,-0.641,0.160,0
29430,-0.983,-0.113,-0.222,-2.969,-0.244,-0.618,0
29440,-0.983,-0.102,-0.215,-3.908,-0.580,-1.015,0
29450,-0.976,-0.101,-0.220,-3.763,-0.511,-1.267,1252
29460,-0.982,-0.096,-0.236,-2.115,-1.344,-1.214,0
29470,-0.977,-0.094,-0.237,-2.634,-1.908,-0.870,0
29480,-0.983,-0.088,-0.240,-2.061,-2.321,-0.237,0
29490,-0.985,-0.097,-0.242,-1.695,-2.305,0.275,0
29500,-0.990,-0.096,-0.234,-1.046,-2.748,0.267,1269
29510,-0.982,-0.105,-0.236,-0.817,-1.954,0.290,0
29520,-0.982,-0.108,-0.235,-1.015,-1.504,0.557,0
29530,-0.981,-0.110,-0.231,-1.588,-1.374,0.519,0
29540,-0.979,-0.110,-0.237,-2.282,-0.618,0.427,0
29550,-0.971,-0.112,-0.229,-2.389,-0.397,0.344,1256
29560,-0.974,-0.115,-0.225,-2.229,-0.168,0.053,0
29570,-0.978,-0.106,-0.231,-2.618,-0.573,0.260,0
29580,-0.974,-0.114,-0.226,-1.954,-0.130,-0.504,0
29590,-0.977,-0.110,-0.228,-1.756,0.092,-0.611,0
29600,-0.980,-0.103,-0.234,-1.878,-0.351,-0.603,1267
29610,-0.984,-0.103,-0.229,-1.756,-0.061,-0.809,0
29620,-0.988,-0.099,-0.229,-1.573,0.107,-0.924,0
29630,-0.986,-0.097,-0.237,-1.466,0.397,-0.962,0
29640,-0.990,-0.099,-0.225,-1.061,0.496,-0.916,0
29650,-0.981,-0.104,-0.225,-1.412,0.733,-0.634,1263
29660,-0.976,-0.110,-0.221,-1.328,0.672,-0.618,0
29670,-0.973,-0.105,-0.229,-1.115,0.412,-0.679,0
29680,-0.972,-0.107,-0.230,-1.145,0.344,-0.366,0
29690,-0.973,-0.107,-0.226,-0.992,0.397,-0.382,0
29700,-0.974,-0.102,-0.219,-0.252,0.252,-0.802,1223
29710,-0.970,-0.102,-0.221,0.344,-0.702,-0.924,0
29720,-0.979,-0.105,-0.216,0.611,-1.038,-0.710,0
29730,-0.975,-0.102,-0.228,1.061,-1.214,-0.908,0
29740,-0.979,-0.110,-0.226,1.031,-1.061,-0.893,0
29750,-0.978,-0.100,-0.229,0.763,-1.305,-0.908,1163
29760,-0.973,-0.105,-0.232,1.351,-1.244,-0.718,0
29770,-0.982,-0.107,-0.230,1.115,-0.992,-0.679,0
29780,-0.981,-0.102,-0.234,1.496,-0.679,-0.550,0
29790,-0.977,-0.100,-0.226,1.626,-0.344,-0.344,0
29800,-0.978,-0.101,-0.226,1.878,-0.374,-0.038,1028
29810,-0.982,-0.098,-0.225,2.099,-0.298,0.183,0
29820,-0.978,-0.107,-0.222,1.962,-0.496,0.328,0
29830,-0.978,-0.106,-0.221,1.779,-0.435,0.504,0
29840,-0.979,-0.109,-0.224,2.321,-0.771,0.511,0
29850,-0.979,-0.108,-0.225,2.618,-0.534,0.542,872
29860,-0.976,-0.107,-0.231,2.473,-0.855,0.969,0
29870,-0.975,-0.105,-0.236,2.275,-0.412,0.756,0
29880,-0.974,-0.107,-0.232,2.702,0.198,0.779,0
29890,-0.979,-0.102,-0.225,2.687,0.595,0.840,0
29900,-0.979,-0.108,-0.224,2.305,0.000,0.718,760
29910,-0.974,-0.108,-0.217,2.832,-0.160,1.023,0
29920,-0.978,-0.108,-0.220,2.679,-0.336,1.061,0
29930,-0.979,-0.113,-0.218,2.992,-0.405,0.977,0
29940,-0.980,-0.107,-0.223,3.053,-0.122,0.809,0
29950,-0.980,-0.114,-0.221,3.176,-0.260,0.840,701
29960,-0.982,-0.114,-0.227,2.786,-0.519,1.229,0
29970,-0.985,-0.112,-0.229,2.489,-0.168,1.252,0
29980,-0.979,-0.112,-0.225,2.595,0.321,1.176,0
29990,-0.975,-0.108,-0.225,2.412,0.565,1.389,0
30000,-0.976,-0.105,-0.218,2.672,0.672,1.176,643
30010,-0.978,-0.106,-0.223,2.855,0.710,1.588,0
30020,-0.973,-0.105,-0.221,2.710,0.573,1.466,0
30030,-0.973,-0.106,-0.209,2.947,0.214,1.733,0
30040,-0.973,-0.109,-0.220,3.252,-0.656,1.802,0
30050,-0.983,-0.103,-0.219,3.573,-1.214,1.649,603
30060,-0.983,-0.108,-0.229,2.679,-0.565,1.656,0
30070,-0.982,-0.109,-0.224,1.809,-0.656,1.580,0
30080,-0.980,-0.108,-0.228,1.969,0.366,1.931,0
30090,-0.982,-0.120,-0.240,1.992,1.351,2.038,0
30100,-0.980,-0.121,-0.248,2.916,1.748,1.779,554
30110,-0.988,-0.116,-0.219,2.221,2.389,1.351,0
30120,-0.981,-0.108,-0.210,1.947,2.519,0.931,0
30130,-0.971,-0.110,-0.207,1.748,1.985,0.931,0
30140,-0.973,-0.109,-0.227,1.176,1.588,0.931,0
30150,-0.978,-0.108,-0.232,0.664,1.061,1.015,513
30160,-0.980,-0.119,-0.230,0.550,0.641,1.084,0
30170,-0.980,-0.109,-0.230,0.718,0.557,0.634,0
30180,-0.982,-0.115,-0.231,1.137,0.771,1.153,0
30190,-0.980,-0.109,-0.231,1.313,0.855,0.840,0
30200,-0.977,-0.106,-0.232,1.359,1.031,1.496,476
30210,-0.968,-0.104,-0.224,0.725,0.847,1.443,0
30220,-0.974,-0.098,-0.224,0.534,0.863,1.260,0
30230,-0.972,-0.108,-0.220,0.374,0.908,1.366,0
30240,-0.968,-0.108,-0.232,0.504,1.092,1.496,0
30250,-0.973,-0.107,-0.227,0.252,1.061,1.130,446
30260,-0.980,-0.111,-0.230,0.321,1.282,1.008,0
30270,-0.978,-0.114,-0.228,0.359,1.229,1.130,0
30280,-0.974,-0.108,-0.233,0.084,0.802,1.214,0
30290,-0.979,-0.112,-0.239,0.053,0.947,0.985,0
30300,-0.980,-0.115,-0.232,-0.061,0.977,1.153,421
30310,-0.987,-0.111,-0.234,0.031,0.794,0.901,0
30320,-0.984,-0.104,-0.228,0.023,1.099,0.763,0
30330,-0.989,-0.097,-0.236,-0.214,0.870,0.687,0
30340,-0.984,-0.103,-0.232,-0.321,0.664,0.954,0
30350,-0.981,-0.103,-0.233,-0.328,1.260,0.916,370
30360,-0.979,-0.103,-0.239,-0.756,1.008,0.664,0
30370,-0.973,-0.108,-0.237,-0.710,0.725,0.756,0
30380,-0.980,-0.101,-0.237,-0.359,0.969,0.702,0
30390,-0.975,-0.104,-0.236,-0.153,0.832,0.718,0
30400,-0.969,-0.105,-0.233,-0.069,0.641,0.359,346
30410,-0.969,-0.104,-0.233,-0.214,0.198,0.252,0
30420,-0.969,-0.103,-0.231,-0.069,-0.130,0.290,0
30430,-0.973,-0.104,-0.236,-0.260,-0.023,0.053,0
30440,-0.979,-0.105,-0.232,-0.382,-0.038,-0.122,0
30450,-0.979,-0.101,-0.234,-0.160,0.061,0.191,353
30460,-0.973,-0.097,-0.234,-0.038,-0.267,-0.038,0
30470,-0.977,-0.097,-0.238,0.076,-0.176,0.214,0
30480,-0.976,-0.099,-0.241,0.061,-0.351,0.221,0
30490,-0.976,-0.106,-0.241,-0.473,-0.321,0.160,0
30500,-0.973,-0.099,-0.240,-0.023,0.321,-0.076,339
30510,-0.975,-0.107,-0.237,-0.763,0.649,0.145,0
30520,-0.972,-0.098,-0.236,-0.412,0.473,0.206,0
30530,-0.975,-0.105,-0.230,-0.237,0.893,0.176,0
30540,-0.974,-0.100,-0.229,-0.237,0.893,0.130,0
30550,-0.970,-0.102,-0.228,0.084,0.656,-0.092,318
30560,-0.971,-0.105,-0.235,0.779,0.344,0.053,0
30570,-0.973,-0.102,-0.231,0.863,-0.008,0.015,0
30580,-0.974,-0.107,-0.236,1.000,-0.107,-0.359,0
30590,-0.972,-0.104,-0.231,0.733,0.504,-0.382,0
30600,-0.970,-0.107,-0.226,1.107,0.298,-0.328,311
30610,-0.963,-0.109,-0.218,1.252,-0.771,-0.511,0
30620,-0.971,-0.100,-0.216,1.672,-0.977,-0.313,0
30630,-0.965,-0.109,-0.224,1.832,-1.885,-0.611,0
30640,-0.973,-0.109,-0.226,1.649,-2.527,-0.534,0
30650,-0.969,-0.106,-0.236,1.802,-3.252,-0.366,295
30660,-0.976,-0.115,-0.240,1.443,-3.191,-0.290,0
30670,-0.978,-0.110,-0.244,1.374,-3.626,-0.267,0
30680,-0.979,-0.108,-0.246,1.389,-3.221,-0.511,0
30690,-0.982,-0.107,-0.244,0.847,-2.519,-0.458,0
30700,-0.982,-0.104,-0.236,0.580,-1.977,-0.328,278
30710,-0.980,-0.110,-0.226,0.573,-1.580,-0.435,0
30720,-0.978,-0.109,-0.230,0.794,-1.405,-0.565,0
30730,-0.982,-0.115,-0.231,0.595,-1.046,-0.290,0
30740,-0.979,-0.104,-0.230,0.588,-1.374,-0.420,0
30750,-0.974,-0.115,-0.224,0.046,-1.321,-0.458,285
30760,-0.974,-0.111,-0.236,0.824,-1.519,-0.298,0
30770,-0.972,-0.110,-0.235,1.336,-1.580,0.053,0
30780,-0.974,-0.109,-0.237,1.176,-2.015,-0.267,0
30790,-0.976,-0.108,-0.235,1.076,-2.573,-0.313,0
30800,-0.979,-0.099,-0.222,0.000,-2.420,-0.145,288
30810,-0.976,-0.108,-0.240,-0.031,-1.969,-0.191,0
30820,-0.980,-0.110,-0.237,0.176,-1.863,0.107,0
30830,-0.979,-0.121,-0.243,0.817,-1.359,-0.122,0
30840,-0.981,-0.119,-0.237,1.496,-0.634,-0.183,0
30850,-0.985,-0.105,-0.214,0.718,-0.137,-0.649,281
30860,-0.967,-0.110,-0.216,0.305,-0.183,-0.779,0
30870,-0.965,-0.111,-0.226,0.427,-0.802,-0.389,0
30880,-0.977,-0.108,-0.246,0.733,-1.412,-0.603,0
30890,-0.981,-0.106,-0.237,0.061,-1.183,-0.382,0
30900,-0.977,-0.113,-0.223,0.069,-1.214,-0.290,276
30910,-0.979,-0.109,-0.228,0.763,-1.374,-0.336,0
30920,-0.979,-0.107,-0.235,0.588,-1.649,-0.458,0
30930,-0.981,-0.113,-0.236,0.725,-1.573,-0.603,0
30940,-0.978,-0.110,-0.229,0.649,-1.618,-0.527,0
30950,-0.980,-0.109,-0.224,0.267,-1.191,-0.275,275
30960,-0.978,-0.108,-0.228,0.084,-0.740,-0.183,0
30970,-0.975,-0.113,-0.231,0.519,-0.634,-0.435,0
30980,-0.977,-0.107,-0.230,0.427,-0.565,-0.420,0
30990,-0.979,-0.108,-0.231,0.405,0.099,-0.214,0
31000,-0.980,-0.109,-0.229,0.305,0.015,-0.450,267
31010,-0.981,-0.108,-0.230,0.107,-0.160,-0.305,0
31020,-0.980,-0.104,-0.227,-0.122,-0.298,-0.252,0
31030,-0.978,-0.109,-0.227,-0.206,-0.366,-0.214,0
31040,-0.981,-0.111,-0.227,0.435,-0.160,0.130,0
31050,-0.977,-0.112,-0.237,0.481,-0.076,-0.198,270
31060,-0.980,-0.111,-0.230,0.321,0.313,-0.626,0
31070,-0.974,-0.114,-0.233,0.305,0.504,0.031,0
31080,-0.970,-0.112,-0.227,-0.115,0.504,-0.168,0
31090,-0.977,-0.113,-0.235,0.344,1.588,0.206,0
31100,-0.979,-0.112,-0.232,0.153,0.939,0.137,289
31110,-0.970,-0.111,-0.230,0.031,0.832,0.214,0
31120,-0.970,-0.113,-0.232,0.267,0.824,0.313,0
31130,-0.973,-0.111,-0.227,0.351,0.672,0.366,0
31140,-0.974,-0.110,-0.230,0.160,0.702,0.687,0
31150,-0.975,-0.110,-0.225,0.252,0.542,0.519,298
31160,-0.976,-0.109,-0.230,0.588,0.237,0.710,0
31170,-0.980,-0.109,-0.230,0.145,-0.321,0.702,0
31180,-0.977,-0.111,-0.229,0.573,-0.145,0.557,0
31190,-0.978,-0.106,-0.224,0.573,-0.580,0.435,0
31200,-0.975,-0.109,-0.231,0.771,-0.366,0.435,292
31210,-0.974,-0.111,-0.231,0.397,-0.603,0.580,0
31220,-0.981,-0.108,-0.233,0.733,-0.664,0.267,0
31230,-0.977,-0.110,-0.234,0.527,-0.733,0.550,0
31240,-0.977,-0.109,-0.237,0.420,-0.435,0.397,0
31250,-0.980,-0.112,-0.232,0.466,-0.260,0.702,275
31260,-0.978,-0.111,-0.233,0.336,-0.183,0.748,0
31270,-0.983,-0.109,-0.232,0.374,-0.198,0.519,0
31280,-0.979,-0.116,-0.236,0.466,0.137,0.786,0
31290,-0.978,-0.113,-0.233,0.557,-0.160,0.740,0
31300,-0.971,-0.117,-0.232,0.420,0.000,1.168,277
31310,-0.979,-0.110,-0.227,0.573,0.069,0.847,0
31320,-0.975,-0.114,-0.229,0.504,-0.275,0.855,0
31330,-0.974,-0.106,-0.228,0.405,-0.389,0.656,0
31340,-0.978,-0.111,-0.229,0.557,-0.328,0.550,0
31350,-0.979,-0.111,-0.229,0.305,-1.053,0.702,294
31360,-0.973,-0.105,-0.231,0.496,-0.878,0.771,0
31370,-0.980,-0.113,-0.234,0.504,-0.847,0.603,0
31380,-0.978,-0.112,-0.233,0.603,-0.817,0.725,0
31390,-0.976,-0.106,-0.234,0.702,-0.664,0.740,0
31400,-0.983,-0.110,-0.231,0.718,0.160,0.580,291
31410,-0.981,-0.109,-0.229,0.855,-0.282,0.916,0
31420,-0.975,-0.109,-0.234,0.863,-0.344,0.840,0
31430,-0.978,-0.114,-0.235,1.130,-0.244,0.687,0
31440,-0.977,-0.107,-0.231,1.336,-0.550,0.786,0
31450,-0.977,-0.104,-0.227,0.924,-1.008,0.305,278
31460,-0.975,-0.099,-0.220,-0.099,-0.580,0.885,0
31470,-0.971,-0.106,-0.235,0.229,-0.565,0.771,0
31480,-0.981,-0.124,-0.244,0.649,-0.855,0.885,0
31490,-0.980,-0.120,-0.244,0.618,-0.351,0.679,0
31500,-0.981,-0.116,-0.239,1.061,-0.023,0.534,283
31510,-0.979,-0.104,-0.221,0.802,1.023,0.321,0
31520,-0.977,-0.109,-0.217,0.687,1.481,0.229,0
31530,-0.968,-0.110,-0.220,0.809,1.672,0.489,0
31540,-0.968,-0.116,-0.238,0.542,0.771,0.321,0
31550,-0.975,-0.112,-0.235,0.511,-0.092,0.206,299
31560,-0.974,-0.109,-0.225,1.214,-0.763,0.542,0
31570,-0.977,-0.109,-0.233,1.397,-1.107,0.588,0
31580,-0.976,-0.108,-0.235,1.351,-1.046,0.885,0
31590,-0.983,-0.107,-0.234,1.267,-1.092,0.405,0
31600,-0.977,-0.106,-0.238,0.992,-0.290,0.374,284
31610,-0.978,-0.109,-0.239,0.557,-0.137,0.756,0
31620,-0.977,-0.114,-0.229,0.626,-0.023,0.565,0
31630,-0.979,-0.110,-0.231,0.885,0.427,0.573,0
31640,-0.980,-0.107,-0.231,1.374,0.511,0.626,0
31650,-0.978,-0.109,-0.228,1.214,0.489,0.901,269
31660,-0.973,-0.107,-0.225,0.939,0.450,0.519,0
31670,-0.976,-0.112,-0.231,0.756,0.313,0.710,0
31680,-0.974,-0.110,-0.230,0.702,0.275,0.794,0
31690,-0.977,-0.110,-0.230,0.664,-0.321,0.771,0
31700,-0.974,-0.111,-0.232,0.771,-0.313,0.832,293
31710,-0.981,-0.109,-0.239,0.916,0.206,0.519,0
31720,-0.982,-0.106,-0.239,0.756,0.481,0.679,0
31730,-0.978,-0.112,-0.231,0.695,1.061,0.870,0
31740,-0.978,-0.108,-0.238,0.939,0.939,0.771,0
31750,-0.981,-0.113,-0.233,0.977,0.756,0.664,313
31760,-0.977,-0.111,-0.229,0.771,0.626,0.626,0
31770,-0.976,-0.112,-0.233,0.611,0.389,0.618,0
31780,-0.973,-0.113,-0.226,0.740,0.679,0.756,0
31790,-0.970,-0.111,-0.236,0.847,0.359,0.565,0
31800,-0.976,-0.107,-0.237,0.954,0.198,0.519,300
31810,-0.973,-0.106,-0.231,1.130,-0.046,0.809,0
31820,-0.974,-0.109,-0.231,1.206,-0.206,0.763,0
31830,-0.972,-0.106,-0.229,1.046,0.053,0.718,0
31840,-0.970,-0.109,-0.233,1.206,-0.382,0.977,0
31850,-0.974,-0.104,-0.231,1.168,-0.145,0.733,279
31860,-0.976,-0.105,-0.229,1.069,-0.267,0.649,0
