Time(ms),Acc_x(g),Acc_y(g),Acc_z(g),Gyro_x,Gyro_y,Gyro_z,CO2(ppm)
534222,0.023,0.948,0.299,-0.473,-2.366,1.13,0
534232,0.023,0.938,0.287,0.71,-2.947,1.336,0
534242,0.027,0.934,0.287,1.374,-2.863,1.931,0
534264,0.034,0.93,0.282,2.389,-1.977,0.794,0
534264,0,0,0,0,0,0,1507
534272,0.03,0.926,0.275,2.137,-1.45,0.489,0
534282,0.028,0.929,0.281,1.626,-0.779,-0.511,0
534292,0.029,0.932,0.287,0.481,-0.053,-1.038,0
534314,0.02,0.942,0.301,-0.87,1.748,-3.229,0
534314,0,0,0,0,0,0,1499
534322,0.015,0.941,0.304,-0.748,1.229,-3.786,0
534332,0.018,0.95,0.307,-1.069,-0.092,-3.351,0
534342,0.013,0.951,0.32,0.305,-1.863,-2.626,0
534364,0,0,0,0,0,0,1532
534364,0.02,0.952,0.31,5.038,-5.015,1.916,0
534372,0.024,0.957,0.3,4.763,-5.336,2.473,0
534382,0.029,0.947,0.289,3.794,-5.13,2.687,0
534392,0.03,0.948,0.27,1.687,-3.779,2.969,0
534414,0.04,0.935,0.258,-1.076,-0.779,0.542,0
534414,0,0,0,0,0,0,1540
534422,0.039,0.932,0.259,-1.16,-0.122,-0.382,0
534432,0.025,0.936,0.26,-0.847,1.061,-0.122,0
534442,0.031,0.934,0.269,-0.244,1.855,0.351,0
534464,0,0,0,0,0,0,1545
534464,0.023,0.939,0.288,0.84,1.336,0.611,0
534472,0.016,0.939,0.297,0.771,1.611,0.855,0
534482,0.019,0.939,0.306,0.053,1.939,0.702,0
534492,0.022,0.943,0.316,-0.695,1.893,0.573,0
534514,0.025,0.944,0.305,0.015,0.809,-0.038,0
534514,0,0,0,0,0,0,1545
534522,0.024,0.947,0.305,1.137,0.427,0.427,0
534532,0.028,0.948,0.306,1.779,-0.115,0.817,0
534542,0.026,0.95,0.303,1.298,-1.053,1.45,0
534564,0.034,0.949,0.289,2.321,-0.511,1.244,0
534564,0,0,0,0,0,0,1523
534572,0.027,0.946,0.286,1.328,0.092,1.061,0
534582,0.026,0.948,0.287,-0.603,0.26,1.198,0
534592,0.024,0.94,0.281,0.053,0.87,1.168,0
534614,0,0,0,0,0,0,1563
534614,0.02,0.947,0.292,-0.733,0.824,0.771,0
534622,0.014,0.938,0.286,-0.71,0.969,0.565,0
534632,0.017,0.936,0.293,0.26,0.901,0.87,0
534642,0.016,0.938,0.289,0.595,1.313,0.641,0
534664,0.01,0.942,0.301,0.099,0.473,0.542,0
534664,0,0,0,0,0,0,1586
534672,0.013,0.941,0.301,0.687,0.168,0.504,0
534682,0.017,0.934,0.301,1.115,-0.282,0.527,0
534692,0.014,0.938,0.29,1.336,-1,0.725,0
534714,0,0,0,0,0,0,1576
534714,0.02,0.94,0.303,3.015,-1.252,-0.641,0
534722,0.029,0.939,0.295,2.603,-1.069,-1.405,0
534732,0.034,0.949,0.302,1.573,-1.252,-2.084,0
534742,0.032,0.958,0.305,1.137,-0.786,-2.702,0
534764,0.037,0.964,0.294,-1.565,0.847,-0.435,0
534764,0,0,0,0,0,0,1560
534772,0.038,0.954,0.298,-0.573,1.183,0.557,0
534782,0.038,0.949,0.296,0.282,1.099,1.496,0
534792,0.033,0.938,0.291,-0.313,0.985,1.878,0
534814,0.034,0.937,0.293,-0.13,1.107,0.924,0
534814,0,0,0,0,0,0,1560
534822,0.028,0.935,0.297,-0.053,0.763,0.786,0
534832,0.019,0.942,0.306,-0.298,0.496,0.084,0
534842,0.022,0.935,0.303,-0.198,0.321,0.237,0
534864,0.02,0.933,0.303,0.092,-0.015,0.084,0
534864,0,0,0,0,0,0,1536
534872,0.021,0.934,0.305,-0.336,-0.397,-0.275,0
534882,0.013,0.938,0.298,-0.26,-0.069,-0.962,0
534892,0.017,0.934,0.299,0.252,-1.092,-1.305,0
534914,0.029,0.945,0.292,0.435,-2.282,-0.893,0
534914,0,0,0,0,0,0,1547
534922,0.032,0.946,0.291,1.496,-1.679,0.16,0
534932,0.029,0.944,0.287,1.534,-0.969,0.45,0
534942,0.034,0.944,0.282,0.725,-0.74,0.573,0
534964,0,0,0,0,0,0,1556
534965,0.031,0.939,0.285,1.084,-0.374,-0.389,0
534972,0.031,0.937,0.287,0.939,-0.26,-0.427,0
534982,0.03,0.938,0.286,0.359,0.29,-0.397,0
534992,0.029,0.948,0.291,0.336,0.748,-0.351,0
535014,0,0,0,0,0,0,1538
535015,0.02,0.94,0.302,-0.221,0.595,0.122,0
535022,0.027,0.944,0.303,0.45,0.252,0.687,0
535032,0.025,0.945,0.306,1.168,0.397,1.046,0
535042,0.027,0.942,0.3,1.824,-0.26,0.992,0
535064,0,0,0,0,0,0,1574
535064,0.029,0.937,0.292,0.733,0.137,-0.695,0
535072,0.029,0.943,0.295,0.267,-0.092,-1.168,0
535082,0.032,0.946,0.296,0.092,0.191,-1.29,0
535092,0.023,0.937,0.291,0.847,0.252,-0.947,0
535114,0.027,0.948,0.299,1.229,-0.191,0.969,0
535114,0,0,0,0,0,0,1608
535122,0.028,0.946,0.3,1.977,-0.511,0.878,0
535132,0.027,0.947,0.294,2.672,-0.748,0.908,0
535142,0.027,0.943,0.293,2.718,0.115,0.947,0
535164,0,0,0,0,0,0,1606
535164,0.028,0.945,0.294,-0.046,0.397,-0.321,0
535172,0.03,0.944,0.301,-0.13,0.802,-0.687,0
535182,0.029,0.946,0.294,-0.099,1.427,-1.328,0
535192,0.02,0.945,0.299,-1.397,0.916,-0.672,0
535214,0,0,0,0,0,0,1560
535214,0.022,0.947,0.297,0.573,-1.489,1.45,0
535222,0.02,0.948,0.296,2.107,-1.458,2,0
535232,0.022,0.939,0.298,2.595,-1.87,2.885,0
535242,0.019,0.934,0.289,1.672,-1.397,3.069,0
535264,0.027,0.925,0.288,1.588,-0.611,-0.107,0
535264,0,0,0,0,0,0,1570
535272,0.027,0.93,0.273,0.84,0.038,-1.221,0
535282,0.03,0.938,0.279,0.511,0.16,-2.336,0
535292,0.035,0.936,0.28,1.191,0.344,-2.901,0
535314,0,0,0,0,0,0,1581
535314,0.023,0.958,0.303,-0.603,1.626,-2.099,0
535322,0.029,0.957,0.301,-0.656,1.397,-1.122,0
535332,0.021,0.957,0.31,0.42,2.618,0.198,0
535342,0.023,0.95,0.308,-0.008,2.221,1.015,0
535364,0.021,0.939,0.298,-0.023,0.687,1.183,0
535364,0,0,0,0,0,0,1565
535372,0.02,0.94,0.29,-0.038,0.046,0.58,0
535382,0.024,0.932,0.295,0.534,0.122,0.412,0
535392,0.023,0.932,0.286,0.519,0.55,-0.344,0
535414,0,0,0,0,0,0,1479
535414,0.021,0.937,0.293,0.74,0.412,-1.344,0
535422,0.022,0.935,0.292,0.641,0.206,-1.924,0
535432,0.025,0.939,0.299,0.351,-0.313,-2.176,0
535442,0.022,0.95,0.296,-0.13,-0.198,-2.336,0
535464,0.027,0.954,0.303,0.176,-0.115,-0.008,0
535464,0,0,0,0,0,0,1307
535472,0.023,0.949,0.304,1.084,-0.107,0.405,0
535482,0.02,0.952,0.298,0.389,-0.061,1.015,0
535492,0.029,0.942,0.292,-0.115,-0.328,0.481,0
535514,0.033,0.941,0.281,-0.573,0.794,0.084,0
535514,0,0,0,0,0,0,1131
535522,0.029,0.943,0.289,-1.076,0.962,-0.695,0
535532,0.031,0.938,0.286,-1.679,1.649,-0.939,0
535542,0.022,0.941,0.288,-1.023,1.817,-1.16,0
535564,0.021,0.944,0.289,0.695,2.008,-0.427,0
535564,0,0,0,0,0,0,986
535572,0.021,0.946,0.291,0.71,2.191,-0.145,0
535582,0.018,0.941,0.291,0.382,2.687,-0.015,0
535592,0.017,0.938,0.293,-0.023,2.916,-0.489,0
535614,0.015,0.937,0.293,-0.26,2.313,-0.275,0
535614,0,0,0,0,0,0,878
535622,0.017,0.937,0.294,0.267,1.427,-1.115,0
535632,0.016,0.935,0.294,0.954,0.908,-1.084,0
535642,0.014,0.935,0.296,1.015,1.282,-0.557,0
535664,0.019,0.943,0.298,0.626,1.305,-1.618,0
535664,0,0,0,0,0,0,784
535672,0.013,0.949,0.296,0.351,1.046,-1.672,0
535682,0.012,0.945,0.299,-0.023,1.038,-1.305,0
535692,0.016,0.948,0.297,0.053,0.824,-0.527,0
535714,0,0,0,0,0,0,729
535714,0.026,0.947,0.297,0.557,1.061,0.84,0
535722,0.021,0.945,0.294,1.015,0.519,0.756,0
535732,0.02,0.939,0.295,1.947,0.794,0.458,0
535742,0.022,0.939,0.288,1.763,1.069,-0.099,0
535764,0.024,0.944,0.288,-0.382,2.137,-0.58,0
535764,0,0,0,0,0,0,669
535772,0.025,0.941,0.294,-0.977,1.611,-0.779,0
535782,0.026,0.937,0.293,0.153,1.573,-0.13,0
535792,0.02,0.946,0.289,1.389,2.046,-0.092,0
535814,0.019,0.945,0.301,0.718,3.267,-0.099,0
535814,0,0,0,0,0,0,591
535822,0.018,0.938,0.302,-0.527,3.58,0.229,0
535832,0.015,0.935,0.298,-1.588,3.275,0.313,0
535842,0.012,0.93,0.303,-0.191,2.008,0,0
535864,0.014,0.939,0.298,3.366,0.565,-0.153,0
535864,0,0,0,0,0,0,516
535872,0.017,0.939,0.301,2.626,0.557,-0.634,0
535882,0.024,0.938,0.294,1.718,1.26,-1.878,0
535892,0.025,0.952,0.294,1.069,1.733,-2.298,0
535914,0.019,0.951,0.293,-0.817,1.626,0.45,0
535914,0,0,0,0,0,0,439
535922,0.024,0.948,0.291,0.443,2.122,1.443,0
535932,0.018,0.946,0.294,2.13,2.092,1.771,0
535942,0.021,0.946,0.302,1.985,1.931,1.84,0
535965,0.017,0.931,0.298,-1.954,2.336,1.26,0
535964,0,0,0,0,0,0,388
535972,0.021,0.92,0.297,-1.374,2.534,1.366,0
536132,0.011,0.928,0.278,0.824,2.252,3.962,0
536114,0,0,0,0,0,0,276
536142,0.009,0.923,0.273,2.443,2.092,4.481,0
536164,0.011,0.915,0.286,2.71,2.29,0.771,0
536164,0,0,0,0,0,0,225
536172,0.009,0.921,0.293,1.595,2.29,-1.824,0
536182,0.008,0.925,0.295,0.481,2.435,-4.153,0
536192,0.011,0.934,0.301,-0.763,2.947,-5.191,0
536214,0.015,0.948,0.308,2.687,2.244,-2.038,0
536214,0,0,0,0,0,0,203
536222,0.012,0.951,0.313,3.664,2.13,-1.527,0
536232,0.015,0.961,0.302,2.672,0.954,-0.321,0
536242,0.02,0.951,0.304,0.229,1.336,0.427,0
536264,0,0,0,0,0,0,199
536265,0.022,0.945,0.297,1.634,2.282,-0.13,0
536272,0.022,0.95,0.288,0.863,2.008,-0.58,0
536282,0.02,0.947,0.281,-0.076,1.13,-0.382,0
536292,0.014,0.951,0.289,0.595,1.412,0.282,0
536315,0.015,0.952,0.292,1.298,0.328,1.702,0
536314,0,0,0,0,0,0,183
536322,0.011,0.951,0.292,1.099,0.786,1.885,0
536332,0.008,0.948,0.286,0.901,1.061,1.611,0
536342,0.01,0.94,0.292,0.092,1.412,1.855,0
536364,0.009,0.928,0.289,0.664,1.137,0.824,0
536364,0,0,0,0,0,0,168
536372,0.01,0.926,0.294,1.519,0.504,0.359,0
536382,0,0.927,0.289,2.122,0.252,0,0
536392,0.015,0.932,0.295,2.45,0.443,-0.023,0
536414,0.008,0.928,0.295,-0.237,0.794,1.076,0
536414,0,0,0,0,0,0,165
536422,0.007,0.928,0.294,1.214,0.427,1.405,0
536432,0.017,0.937,0.298,3.595,0.053,-0.023,0
536442,0.027,0.949,0.306,3.092,-0.87,-1.847,0
536464,0.026,0.97,0.284,0.649,0.305,-2.893,0
536464,0,0,0,0,0,0,156
536472,0.019,0.969,0.291,0.137,1.206,-1.015,0
536482,0.025,0.966,0.292,0.252,2.115,1.901,0
536492,0.027,0.958,0.288,0.954,2,4.74,0
536515,0.014,0.938,0.299,1.298,1.702,5.74,0
536514,0,0,0,0,0,0,138
536522,0.012,0.928,0.296,0.847,1.282,4.763,0
536532,0.013,0.925,0.293,0.252,1.481,2.366,0
536542,0.01,0.926,0.291,0.374,1.45,0.687,0
536565,0.009,0.934,0.302,0.351,1.16,-0.985,0
536564,0,0,0,0,0,0,136
536572,0.01,0.941,0.305,-0.183,1.366,-0.794,0
536582,0.009,0.943,0.299,0.58,0.282,-0.489,0
536592,0.009,0.944,0.301,1.611,-0.13,0.55,0
536614,0,0,0,0,0,0,136
536615,0.017,0.943,0.289,1.458,-0.267,1.519,0
536622,0.018,0.947,0.285,1.267,-0.153,1.206,0
536632,0.025,0.943,0.285,0.947,0.191,0.74,0
536642,0.018,0.934,0.291,1.16,1.153,0.489,0
536664,0.02,0.939,0.283,-0.489,1.649,0.16,0
536664,0,0,0,0,0,0,126
536672,0.013,0.938,0.295,-0.763,1.473,0.534,0
536682,0.016,0.936,0.295,0.412,1.756,1.015,0
536692,0.015,0.931,0.298,1.656,1.214,0.985,0
536714,0,0,0,0,0,0,118
536715,0.015,0.941,0.299,1.588,-0.275,0.282,0
536722,0.015,0.948,0.294,1.756,-0.832,0.473,0
536732,0.019,0.95,0.29,2.084,-0.511,0.992,0
536742,0.018,0.947,0.29,1.168,-0.206,1.321,0
536764,0.023,0.944,0.291,0.84,0.878,1.878,0
536764,0,0,0,0,0,0,125
536772,0.014,0.941,0.288,1.733,0.763,1.489,0
536782,0.015,0.939,0.285,2.313,0.84,1.695,0
536792,0.012,0.942,0.289,1.824,1.115,0.969,0
536814,0,0,0,0,0,0,131
536814,0.009,0.94,0.292,1.443,1.786,0.496,0
536822,0,0.941,0.299,1.084,1.153,0.313,0
536832,0.008,0.939,0.303,1.008,0.954,0.206,0
536842,0.012,0.951,0.307,1.107,-0.061,-0.328,0
536864,0.021,0.953,0.3,1.252,0.053,0.321,0
536864,0,0,0,0,0,0,131
536872,0.016,0.952,0.305,1.214,-0.458,0.74,0
536882,0.015,0.946,0.302,1.679,-0.634,1.656,0
536892,0.022,0.946,0.301,1.832,-0.45,2,0
536914,0.02,0.934,0.296,-0.26,-0.16,0.878,0
536914,0,0,0,0,0,0,125
536922,0.021,0.934,0.284,0.176,-0.855,0.824,0
536932,0.022,0.936,0.286,1.947,-1.137,0.389,0
536942,0.02,0.936,0.291,1.496,-0.687,-0.069,0
536964,0,0,0,0,0,0,128
536964,0.021,0.931,0.294,-0.725,0.588,0.847,0
536972,0.008,0.932,0.291,0.305,0.359,1.748,0
536982,0.01,0.927,0.301,1.931,-1.076,2.473,0
536992,0.017,0.934,0.298,4.061,-2.679,1.588,0
537014,0.028,0.952,0.3,2.878,-1.87,-1.802,0
537014,0,0,0,0,0,0,134
537022,0.024,0.958,0.294,0.84,-0.809,-2.321,0
537032,0.016,0.967,0.296,-2.137,0.137,-1.992,0
537042,0.011,0.961,0.301,-2.389,0.58,-0.122,0
537064,0.022,0.939,0.295,0.794,-1.397,4.115,0
537064,0,0,0,0,0,0,133
537072,0.022,0.932,0.29,1.641,-1.58,4.557,0
537082,0.021,0.923,0.283,2.076,-1.779,4.122,0
537092,0.018,0.921,0.284,2.908,-1.145,2.664,0
537114,0.026,0.928,0.293,0.214,-0.389,-0.221,0
537114,0,0,0,0,0,0,137
537122,0.025,0.933,0.293,0.519,-0.504,-1.282,0
537132,0.025,0.946,0.294,0.374,-0.107,-2.603,0
537142,0.027,0.955,0.299,-0.313,-0.023,-2.328,0
537165,0.028,0.956,0.298,-0.038,0.237,0.588,0
537164,0,0,0,0,0,0,133
537172,0.028,0.954,0.302,0.595,0.229,1.382,0
537182,0.017,0.944,0.303,0.74,-0.214,2.679,0
537192,0.015,0.937,0.302,0.405,-0.901,2.962,0
537214,0.018,0.933,0.302,1.786,-2.496,0.718,0
537214,0,0,0,0,0,0,126
537222,0.021,0.942,0.299,0.802,-2.435,0.015,0
537232,0.023,0.939,0.295,-0.099,-2.023,-0.969,0
537242,0.024,0.942,0.292,-0.481,-1.252,-0.924,0
537264,0.026,0.945,0.293,-0.427,-0.176,-0.405,0
537264,0,0,0,0,0,0,133
537272,0.031,0.944,0.286,0.328,-0.13,0.13,0
537282,0.024,0.942,0.288,0.634,-0.382,0.061,0
537292,0.023,0.941,0.282,0.359,0.29,0.504,0
537314,0.021,0.943,0.293,0.366,-0.092,0.74,0
537314,0,0,0,0,0,0,134
537322,0.018,0.939,0.294,-0.015,-0.305,0.366,0
537332,0.022,0.941,0.295,0.214,-0.313,0,0
537342,0.021,0.937,0.291,-0.435,0.107,-0.298,0
537364,0.019,0.941,0.301,-0.336,-0.855,-2.115,0
537364,0,0,0,0,0,0,117
537372,0.014,0.95,0.295,0.084,-1.313,-2.206,0
537382,0.021,0.944,0.296,0.863,-2.221,-2.16,0
537392,0.018,0.953,0.297,1.443,-2.267,-0.939,0
537415,0.023,0.944,0.29,-0.214,-2.237,0.802,0
537414,0,0,0,0,0,0,162
537422,0.029,0.946,0.291,0.511,-1.985,1.336,0
537432,0.027,0.942,0.286,0.71,-1.496,0.809,0
537442,0.026,0.941,0.279,0.427,-1.603,0.405,0
537465,0.025,0.94,0.278,-0.42,0.282,-1.344,0
537464,0,0,0,0,0,0,295
537472,0.022,0.937,0.286,-1.618,0.954,-1.817,0
537482,0.024,0.942,0.286,-1.832,0.412,-1.748,0
537492,0.018,0.942,0.286,-1.557,-0.069,-1.412,0
537515,0.021,0.949,0.301,1.45,-0.527,-0.145,0
537514,0,0,0,0,0,0,447
537522,0.02,0.948,0.288,0.794,-0.611,0.954,0
537532,0.018,0.941,0.291,0.351,-0.366,1.321,0
537542,0.018,0.937,0.291,0.786,0.466,1.557,0
537564,0.022,0.932,0.294,1.26,-0.519,-0.595,0
537564,0,0,0,0,0,0,619
537572,0.023,0.934,0.293,0.344,-0.504,-2,0
537582,0.026,0.941,0.292,-0.763,0.321,-2.87,0
537592,0.025,0.946,0.292,-2.519,1.695,-2.656,0
537614,0.025,0.941,0.307,-1.611,1.084,-0.45,0
537614,0,0,0,0,0,0,779
537622,0.023,0.941,0.311,-1.313,0.366,0.748,0
537632,0.018,0.936,0.308,-0.809,-0.847,1.427,0
537642,0.021,0.936,0.302,-0.031,-1.756,2.183,0
537664,0,0,0,0,0,0,900
537664,0.024,0.933,0.296,-0.176,-2.137,1.244,0
537672,0.027,0.939,0.297,-0.344,-1.87,0.504,0
537682,0.023,0.934,0.296,0.427,-1.901,-0.504,0
537692,0.022,0.945,0.303,-0.466,-1.603,-1.87,0
537714,0.017,0.949,0.296,-3.084,-2.382,-1.374,0
537714,0,0,0,0,0,0,1020
537722,0.012,0.95,0.293,-2.275,-2.305,-0.519,0
537732,0.016,0.948,0.293,-1.702,-3.16,0.511,0
537742,0.018,0.94,0.289,-1.092,-4.069,1.802,0
537764,0.026,0.94,0.292,2.321,-4.397,1.366,0
537764,0,0,0,0,0,0,1141
537772,0.022,0.94,0.292,0.901,-4.45,0.13,0
537782,0.024,0.939,0.294,-0.985,-3.794,-0.855,0
537792,0.028,0.929,0.289,-1.992,-2.084,-1.015,0
537814,0.021,0.928,0.283,-1.519,-0.557,-1.55,0
537814,0,0,0,0,0,0,1231
537822,0.017,0.922,0.29,-1.382,-1.328,-1.817,0
537832,0.02,0.925,0.287,1.336,-2.55,-2.183,0
537842,0.026,0.944,0.293,3.267,-2.985,-2.992,0
537864,0.033,0.967,0.285,0.977,-1.695,-0.733,0
537864,0,0,0,0,0,0,1291
537872,0.043,0.959,0.283,0.45,0,0.847,0
537882,0.037,0.953,0.279,0.45,1.237,2.061,0
537892,0.04,0.948,0.284,0.634,2.374,2,0
537914,0.029,0.938,0.293,1.626,2.611,0.763,0
537914,0,0,0,0,0,0,1352
537922,0.035,0.942,0.302,1.351,2.366,0.298,0
537932,0.03,0.948,0.313,1.046,1.733,-0.84,0
537942,0.024,0.943,0.319,0.656,1.885,-0.618,0
537964,0.018,0.945,0.326,-1.908,0.321,2.16,0
537964,0,0,0,0,0,0,1385
537972,0.015,0.939,0.313,-1,-0.42,2.611,0
537982,0.02,0.93,0.308,0.344,-2.053,2.435,0
537992,0.019,0.932,0.309,1.626,-2.443,2.115,0
538014,0.022,0.931,0.298,0.153,-2.321,1.511,0
538014,0,0,0,0,0,0,1391
538022,0.022,0.926,0.29,0.885,-1.901,1.229,0
538032,0.02,0.93,0.291,1.504,-2.282,0.16,0
538042,0.018,0.94,0.289,0.328,-2.115,-0.473,0
538065,0.016,0.94,0.29,1.237,-1.985,-0.42,0
538064,0,0,0,0,0,0,1455
538072,0.02,0.946,0.292,1.679,-3.015,-0.191,0
538082,0.023,0.95,0.291,2.908,-3.58,-0.206,0
538092,0.029,0.956,0.301,3,-3.107,0.015,0
538114,0,0,0,0,0,0,1479
538114,0.021,0.943,0.298,-0.282,-1.198,1.786,0
538122,0.015,0.938,0.292,0.237,-0.481,2.382,0
538132,0.022,0.931,0.285,1.55,-1.16,2.145,0
538142,0.02,0.925,0.293,3.145,-1.656,1.298,0
538164,0.033,0.936,0.292,2.901,-2.29,-1.534,0
538164,0,0,0,0,0,0,1423
538172,0.036,0.946,0.297,1.954,-1.695,-2.634,0
538182,0.033,0.953,0.301,0.947,-1.359,-2.718,0
538192,0.038,0.955,0.304,0.244,-0.618,-2.008,0
538214,0.034,0.957,0.307,1.122,0.176,2.16,0
538214,0,0,0,0,0,0,1442
538222,0.028,0.954,0.308,1.397,-0.115,2.412,0
538232,0.024,0.946,0.305,1.702,-0.855,2.824,0
538242,0.022,0.944,0.302,1.542,-1.443,2.29,0
538264,0.02,0.942,0.298,0.718,-2.214,0.878,0
538264,0,0,0,0,0,0,1464
538272,0.025,0.938,0.293,0.458,-2.053,0.664,0
538282,0.022,0.935,0.295,0.771,-1.794,-0.176,0
538292,0.024,0.932,0.301,0.412,-1.397,-0.527,0
538314,0.023,0.924,0.292,-0.336,-1.603,-0.229,0
538314,0,0,0,0,0,0,1468
538322,0.02,0.938,0.296,0.71,-2.031,-0.206,0
538332,0.021,0.939,0.299,0.771,-2.901,-0.344,0
538342,0.025,0.943,0.304,0.763,-3.008,-0.206,0
538364,0.028,0.944,0.308,0.771,-3.008,-0.298,0
538364,0,0,0,0,0,0,1488
538372,0.031,0.953,0.302,0.687,-3.099,-0.672,0
538382,0.033,0.954,0.301,0.229,-3.061,-0.878,0
538392,0.029,0.946,0.292,-0.588,-2.908,-0.458,0
538414,0,0,0,0,0,0,1473
538414,0.027,0.943,0.286,0.832,-1.969,0.359,0
538422,0.032,0.947,0.296,1.176,-2.55,0.229,0
538432,0.029,0.94,0.293,0.756,-2.16,-0.061,0
538442,0.033,0.946,0.283,0.611,-1.779,-0.221,0
538464,0.03,0.941,0.284,-0.328,-1.198,-0.603,0
538464,0,0,0,0,0,0,1470
538472,0.03,0.942,0.276,-0.092,-0.786,-0.779,0
538482,0.039,0.932,0.282,0.954,-0.511,-0.832,0
538492,0.03,0.94,0.284,0.412,0.55,-0.611,0
538514,0,0,0,0,0,0,1494
538514,0.03,0.937,0.3,0.58,1.573,-0.458,0
538522,0.026,0.936,0.301,1.137,1.573,-0.687,0
538532,0.024,0.94,0.312,1.351,0.985,-1.557,0
538542,0.024,0.941,0.31,0.061,0.053,-1.534,0
538564,0.036,0.947,0.308,0.809,-1.397,-1.031,0
538564,0,0,0,0,0,0,1483
538572,0.031,0.945,0.304,1.855,-0.893,0.122,0
538582,0.035,0.938,0.299,1.611,-0.817,0.687,0
538592,0.037,0.938,0.298,0.756,-0.687,0.618,0
538614,0.031,0.938,0.289,-1.092,-0.29,-0.618,0
538614,0,0,0,0,0,0,1460
538622,0.031,0.94,0.292,-0.832,0.053,-0.237,0
538632,0.033,0.94,0.291,-0.824,0.145,-0.328,0
538642,0.036,0.937,0.291,-0.473,-0.374,-0.26,0
538664,0.026,0.942,0.298,1.313,-0.275,-0.298,0
538664,0,0,0,0,0,0,1466
538672,0.026,0.949,0.299,0.603,0.405,-0.305,0
538682,0.023,0.949,0.296,-0.71,1.008,-0.13,0
538692,0.03,0.944,0.303,-1.634,1.137,0.214,0
538714,0.021,0.928,0.294,1.664,-1.237,1.664,0
538714,0,0,0,0,0,0,1486
538722,0.028,0.932,0.303,3.809,-1.71,0.939,0
538732,0.038,0.941,0.304,3.634,-1.947,0.176,0
538742,0.029,0.946,0.298,1.718,-1.344,-1.534,0
538764,0.033,0.953,0.297,-2.061,1.939,-1.992,0
538764,0,0,0,0,0,0,1521
538772,0.031,0.945,0.298,-2.679,2.29,-1.565,0
538782,0.032,0.947,0.297,-2.763,2.053,-0.702,0
538792,0.029,0.949,0.287,-0.832,0.55,0.031,0
538814,0.023,0.951,0.294,0.786,-0.756,1.427,0
538814,0,0,0,0,0,0,1505
538822,0.03,0.944,0.297,0.267,-0.435,2.26,0
538832,0.023,0.942,0.297,-0.023,0.817,2.427,0
538842,0.029,0.928,0.29,-0.26,1.611,1.855,0
538864,0,0,0,0,0,0,1494
538864,0.024,0.92,0.295,-0.924,0.863,0.092,0
538872,0.027,0.926,0.299,-0.458,0.397,-1.321,0
538882,0.026,0.939,0.3,0.802,0,-2.008,0
538892,0.019,0.944,0.301,1.168,-0.908,-2.176,0
538914,0.03,0.945,0.302,0,-0.725,0.359,0
538914,0,0,0,0,0,0,1503
538922,0.028,0.949,0.302,0.298,-0.527,0.962,0
538932,0.031,0.94,0.296,0.313,-1.008,1.069,0
538942,0.031,0.942,0.296,-0.237,-0.481,0.748,0
538964,0.031,0.936,0.284,-0.198,0.611,-0.061,0
538964,0,0,0,0,0,0,1525
538972,0.034,0.936,0.292,0.45,0.992,-0.427,0
538982,0.025,0.941,0.293,1.115,1.069,-0.71,0
538992,0.02,0.937,0.288,0.863,1.115,-1.008,0
539014,0.023,0.945,0.301,-0.466,0.672,-1.634,0
539014,0,0,0,0,0,0,1534
539022,0.02,0.941,0.304,-0.458,0.435,-1.611,0
539032,0.016,0.943,0.302,-1.076,0.351,-1.359,0
539042,0.022,0.937,0.296,-1.214,0.084,-0.725,0
539064,0.021,0.942,0.3,2.229,-1.504,-0.321,0
539064,0,0,0,0,0,0,1516
539072,0.023,0.949,0.301,2.863,-2.023,-0.038,0
539082,0.023,0.952,0.297,2.214,-1.916,0.71,0
539092,0.027,0.943,0.291,1.702,-0.802,0.901,0
539114,0.032,0.93,0.287,-0.061,1.038,-0.099,0
539114,0,0,0,0,0,0,1534
539122,0.03,0.932,0.29,-0.305,0.16,-0.962,0
539132,0.03,0.937,0.293,0.153,0.412,-1.641,0
539142,0.022,0.937,0.293,-0.26,0.771,-2.061,0
539164,0,0,0,0,0,0,1521
539165,0.017,0.949,0.3,1.443,0.183,-0.099,0
539172,0.027,0.946,0.303,1.817,-0.008,0.153,0
539182,0.026,0.946,0.304,1.282,-0.489,0.084,0
539192,0.024,0.946,0.304,0.344,0.015,-0.008,0
539214,0.028,0.939,0.302,-0.962,0.481,-0.313,0
539214,0,0,0,0,0,0,1510
539222,0.022,0.933,0.294,-0.603,0.802,-0.832,0
539232,0.027,0.94,0.289,-0.206,0.305,-1.107,0
539242,0.027,0.944,0.296,1.198,0.771,-1.58,0
539264,0.018,0.947,0.305,-0.557,0.649,-0.748,0
539264,0,0,0,0,0,0,1505
539272,0.018,0.946,0.299,-0.901,0.252,-0.221,0
539282,0.018,0.946,0.3,0.229,-0.191,0.137,0
539292,0.013,0.938,0.302,1.534,-1.053,0.84,0
539314,0.032,0.948,0.299,3.084,-1.802,0.679,0
539314,0,0,0,0,0,0,1391
539322,0.026,0.944,0.299,2.611,-1.214,-0.351,0
539332,0.03,0.947,0.292,1.504,0.359,-0.893,0
539342,0.032,0.948,0.296,0.229,1.832,-1.359,0
539364,0.036,0.943,0.289,-0.153,2.74,-0.924,0
539364,0,0,0,0,0,0,1178
539372,0.03,0.945,0.289,0.412,2.779,-0.718,0
539382,0.027,0.948,0.285,0.13,2.817,-0.145,0
