Time(ms),Acc_x(g),Acc_y(g),Acc_z(g),Gyro_x,Gyro_y,Gyro_z,CO2(ppm)
340914,-0.175,0.859,0.117,4.969,-3.008,-0.351,0
340914,0,0,0,0,0,0,398
340922,-0.169,0.867,0.119,5.145,-4.237,-1.389,0
340932,-0.156,0.872,0.139,6.939,-7.015,-3.71,0
340942,-0.143,0.878,0.144,9.595,-9.718,-5.863,0
340964,0,0,0,0,0,0,357
340964,-0.143,0.917,0.19,8.847,-16.511,-5.336,0
340972,-0.141,0.92,0.224,8.366,-17.824,-3.618,0
340982,-0.136,0.896,0.244,7.153,-17.992,-1.298,0
340992,-0.132,0.883,0.255,3.214,-17.344,1.565,0
341014,-0.153,0.813,0.264,-3.008,-9.672,8.008,0
341014,0,0,0,0,0,0,325
341022,-0.157,0.784,0.252,-4.55,-6.527,9.977,0
341032,-0.148,0.741,0.245,-3.962,-3.191,11.527,0
341042,-0.145,0.705,0.243,-1.458,0.74,12.908,0
341064,-0.126,0.683,0.223,3.748,7.137,12.824,0
341064,0,0,0,0,0,0,300
341072,-0.111,0.682,0.224,4.542,9.397,12.504,0
341082,-0.095,0.673,0.234,4.321,10.794,12.237,0
341092,-0.078,0.674,0.24,3.565,12.389,11.893,0
341114,-0.096,0.657,0.267,1.145,10.84,10.435,0
341114,0,0,0,0,0,0,275
341122,-0.101,0.663,0.273,2.344,9.611,10.588,0
341132,-0.122,0.675,0.288,4.611,8.496,10.374,0
341142,-0.138,0.721,0.277,10.107,7.519,9.87,0
341164,0,0,0,0,0,0,235
341165,-0.16,0.84,0.326,10.748,4.901,3.847,0
341172,-0.17,0.881,0.319,12.542,5.947,1.076,0
341182,-0.179,0.94,0.323,8.916,5.313,-1.519,0
341192,-0.185,0.97,0.331,1.198,4.595,-4.153,0
341215,-0.208,1.038,0.374,-1.702,2.802,-3.771,0
341214,0,0,0,0,0,0,225
341222,-0.2,1.048,0.377,-4.214,2.405,-1.435,0
341232,-0.193,1.048,0.379,-7.511,2.901,2.153,0
341242,-0.206,1.064,0.354,-8.977,2.198,6.366,0
341264,-0.205,1.105,0.304,-8.168,1.359,14.771,0
341264,0,0,0,0,0,0,224
341272,-0.186,1.128,0.311,-7,2.725,16.244,0
341282,-0.177,1.142,0.299,-7.382,5.725,17.573,0
341292,-0.163,1.159,0.278,-4.885,8.985,17.298,0
341314,-0.194,1.261,0.216,7.985,13.992,11.359,0
341314,0,0,0,0,0,0,201
341322,-0.211,1.304,0.224,10.924,14.153,8.099,0
341332,-0.226,1.359,0.244,12.328,14.26,3.015,0
341342,-0.227,1.348,0.241,10.55,14.71,-2.679,0
341365,-0.185,1.282,0.248,-1.13,15.168,-5.565,0
341364,0,0,0,0,0,0,186
341372,-0.179,1.23,0.24,-5.916,15.092,-4.489,0
341382,-0.149,1.133,0.212,-9.916,13.809,-2.603,0
341392,-0.134,1.055,0.178,-10.595,12.489,-0.29,0
341415,-0.124,0.875,0.125,-7.221,9.939,1.885,0
341414,0,0,0,0,0,0,177
341422,-0.131,0.836,0.115,-5.084,9.634,2.435,0
341432,-0.118,0.821,0.098,-1.672,9.305,2.328,0
341442,-0.119,0.801,0.086,2.901,8.962,0.634,0
341465,-0.12,0.82,0.101,14.351,8.443,-2.916,0
341464,0,0,0,0,0,0,161
341472,-0.127,0.82,0.128,18.466,8.298,-2.626,0
341482,-0.115,0.857,0.144,20.733,8.473,-2.603,0
341492,-0.122,0.887,0.178,21.573,8.366,-2.763,0
341514,0,0,0,0,0,0,152
341515,-0.124,0.895,0.181,22.405,5.092,-1.702,0
341522,-0.119,0.892,0.164,21.382,3.718,0.84,0
341532,-0.091,0.862,0.153,20.26,2.435,3.557,0
341542,-0.077,0.828,0.153,16.305,1.26,5.702,0
341565,-0.061,0.756,0.163,7.855,0.992,5.198,0
341564,0,0,0,0,0,0,159
341572,-0.062,0.739,0.183,4.595,2.542,2.908,0
341582,-0.075,0.72,0.182,3.885,4.573,-0.893,0
341592,-0.092,0.706,0.179,4.336,6.359,-5.901,0
341614,0,0,0,0,0,0,151
341614,-0.113,0.724,0.219,4.137,6.794,-13.71,0
341622,-0.109,0.713,0.24,5.229,6,-15.023,0
341632,-0.114,0.707,0.262,7.824,4.176,-15.374,0
341642,-0.116,0.722,0.283,7.695,2.756,-12.718,0
341664,-0.114,0.781,0.326,1.878,-0.42,-6.74,0
341664,0,0,0,0,0,0,138
341672,-0.112,0.804,0.335,-0.084,-1.473,-4.092,0
341682,-0.115,0.801,0.339,-1.176,-2.885,-0.344,0
341692,-0.112,0.839,0.332,0.45,-4.756,4.046,0
341714,0,0,0,0,0,0,146
341714,-0.115,0.936,0.353,5.962,-10.435,8.573,0
341722,-0.121,0.984,0.35,6.122,-11.092,8.344,0
341732,-0.121,1.036,0.354,4.748,-11.313,5.321,0
341742,-0.116,1.087,0.36,0.496,-9.924,0.962,0
341764,-0.148,1.174,0.354,-8.557,-7.382,-9.473,0
341764,0,0,0,0,0,0,155
341772,-0.162,1.187,0.335,-9.443,-5.718,-11.664,0
341782,-0.168,1.206,0.321,-12.786,-4.038,-12.122,0
341792,-0.167,1.217,0.312,-15.427,-2.496,-13.687,0
341814,-0.16,1.146,0.296,-21.611,1.435,-13.023,0
341814,0,0,0,0,0,0,147
341822,-0.151,1.138,0.26,-18.885,2.695,-10.939,0
341832,-0.154,1.144,0.188,-9.855,1.878,-8.374,0
341842,-0.183,1.152,0.159,0.557,-0.168,-5.702,0
341864,-0.21,1.246,0.201,11.939,-1.641,-1.198,0
341864,0,0,0,0,0,0,143
341872,-0.206,1.27,0.197,13.557,-2.145,-0.458,0
341882,-0.194,1.275,0.198,11.511,-3.634,0.481,0
341892,-0.178,1.268,0.176,9.901,-5.031,1.359,0
341914,-0.134,1.2,0.132,2.137,-11.718,-0.267,0
341914,0,0,0,0,0,0,143
341922,-0.133,1.136,0.117,-1.099,-13.282,-2.229,0
341932,-0.14,1.066,0.088,-3.947,-14.023,-4.435,0
341942,-0.161,0.999,0.066,-5.26,-14.29,-7.328,0
341964,-0.182,0.883,0.056,1.145,-17.939,-8.542,0
341964,0,0,0,0,0,0,138
341972,-0.174,0.867,0.076,4.237,-18.878,-7.718,0
341982,-0.165,0.84,0.104,7.351,-20.557,-5.542,0
341992,-0.133,0.838,0.131,10.405,-21.038,-1.718,0
342014,-0.102,0.811,0.184,8.87,-21.389,6.695,0
342014,0,0,0,0,0,0,135
342022,-0.099,0.803,0.2,8.427,-20.382,9.595,0
342032,-0.097,0.786,0.223,8.443,-17.45,13.702,0
342042,-0.097,0.778,0.231,8.641,-13.855,16.084,0
342064,-0.109,0.77,0.237,7.603,-5.641,12.74,0
342064,0,0,0,0,0,0,131
342072,-0.104,0.765,0.236,5.427,-2.489,9.702,0
342082,-0.091,0.743,0.233,3.702,1.634,7.168,0
342092,-0.08,0.73,0.223,2.435,4.031,5.55,0
342114,-0.072,0.722,0.225,0.137,7.504,6.046,0
342114,0,0,0,0,0,0,132
342122,-0.075,0.718,0.222,0.519,7.527,6.29,0
342132,-0.079,0.726,0.226,-0.916,7.122,6.015,0
342142,-0.095,0.733,0.248,-2.969,6.618,6.214,0
342164,-0.121,0.743,0.285,-5.687,7.725,3.344,0
342164,0,0,0,0,0,0,149
342172,-0.135,0.739,0.276,-5.847,8.695,1.847,0
342182,-0.139,0.737,0.27,-6.107,9.519,0.74,0
342192,-0.147,0.749,0.274,-4.847,9.901,-0.061,0
342214,0,0,0,0,0,0,146
342214,-0.163,0.827,0.316,-3.641,9.26,-2.611,0
342222,-0.174,0.847,0.331,-3.389,8.374,-2.901,0
342232,-0.173,0.881,0.346,-4.16,7.275,-3.565,0
342242,-0.182,0.915,0.36,-5.511,5.382,-3.153,0
342264,-0.208,0.964,0.355,-7.55,1.496,4.046,0
342264,0,0,0,0,0,0,136
342272,-0.201,0.987,0.356,-5.847,-0.565,7.29,0
342282,-0.213,1.049,0.337,-3.374,-2.153,10.611,0
342292,-0.213,1.116,0.333,-2.611,-3.366,12.092,0
342314,-0.208,1.262,0.322,-5.618,-0.656,7.885,0
342314,0,0,0,0,0,0,145
342322,-0.203,1.281,0.325,-8.656,0.053,5.71,0
342332,-0.183,1.305,0.312,-11.565,1.695,2.771,0
342342,-0.185,1.326,0.277,-11.687,2.832,-0.252,0
342364,-0.234,1.311,0.23,-8.214,1.748,-0.504,0
342364,0,0,0,0,0,0,148
342372,-0.245,1.323,0.237,-3.542,0.282,-0.145,0
342382,-0.251,1.335,0.224,0.641,-0.588,-1.305,0
342392,-0.254,1.33,0.223,-1.885,-0.878,-2.122,0
342414,-0.218,1.224,0.201,-7.153,-0.786,-1.779,0
342414,0,0,0,0,0,0,147
342422,-0.19,1.17,0.163,-7.527,-1.321,-0.794,0
342432,-0.163,1.094,0.138,-9.71,-2.786,0.695,0
342442,-0.131,1.022,0.129,-11.153,-3.427,0.443,0
342464,0,0,0,0,0,0,143
342464,-0.086,0.903,0.098,-13.916,-2.321,-0.634,0
342472,-0.085,0.871,0.084,-11.802,-1.427,-1.634,0
342482,-0.072,0.842,0.078,-8.473,-1.687,-2.55,0
342492,-0.071,0.813,0.082,-6.076,-2.244,-3.183,0
342514,-0.05,0.847,0.1,1.389,-2.672,-3.183,0
342514,0,0,0,0,0,0,149
342522,-0.062,0.871,0.109,3.313,-2.595,-3.466,0
342532,-0.076,0.882,0.138,5.076,-3.237,-3.962,0
342542,-0.08,0.885,0.148,4.847,-3.328,-4.374,0
342564,-0.106,0.871,0.175,2.954,-2.931,-3.153,0
342564,0,0,0,0,0,0,150
342572,-0.107,0.849,0.181,2.221,-3.374,-2.679,0
342582,-0.1,0.825,0.189,2.573,-3.336,-3.153,0
342592,-0.098,0.799,0.2,2.26,-2.893,-4.046,0
342614,-0.098,0.724,0.211,-2.969,-0.382,-7.832,0
342614,0,0,0,0,0,0,143
342622,-0.097,0.714,0.215,-2.031,-0.374,-9.221,0
342632,-0.098,0.685,0.233,0.122,-0.092,-10.42,0
342642,-0.091,0.674,0.242,1.069,-0.786,-10.626,0
342665,-0.088,0.66,0.275,1.298,-2.359,-9.145,0
342664,0,0,0,0,0,0,157
342672,-0.089,0.675,0.287,2.527,-2.137,-8.42,0
342682,-0.073,0.696,0.289,1.87,-2.718,-7.756,0
342692,-0.073,0.727,0.312,-1.015,-3.13,-7.015,0
342715,-0.084,0.802,0.349,-0.023,-2.786,-6.496,0
342714,0,0,0,0,0,0,159
342722,-0.09,0.812,0.358,-0.962,-2.031,-5.153,0
342732,-0.097,0.834,0.378,-1.618,-1.664,-2.252,0
342742,-0.099,0.877,0.41,-2.893,-1.275,0.756,0
342765,-0.106,0.97,0.427,-9.26,-0.053,3.092,0
342764,0,0,0,0,0,0,154
342772,-0.112,0.966,0.41,-12.855,0.405,3.16,0
342782,-0.111,0.981,0.405,-17.588,1.122,3.008,0
342792,-0.11,0.995,0.391,-18.122,1.313,1.786,0
342815,-0.125,1.041,0.35,-16.382,-2.115,-1.885,0
342814,0,0,0,0,0,0,153
342822,-0.145,1.088,0.338,-13.366,-4.664,-3.397,0
342832,-0.156,1.123,0.344,-11.076,-7.672,-4.344,0
342842,-0.17,1.149,0.349,-10.817,-9.656,-4.733,0
342864,0,0,0,0,0,0,142
342864,-0.156,1.139,0.372,-19.947,-9.863,-3.023,0
342872,-0.138,1.114,0.362,-22.313,-9.046,-0.863,0
342882,-0.146,1.117,0.302,-18.427,-6.756,2.649,0
342892,-0.16,1.146,0.26,-12.695,-7,5.053,0
342914,-0.156,1.159,0.229,5.076,-7.344,7.092,0
342914,0,0,0,0,0,0,143
342922,-0.165,1.188,0.247,10.702,-8.412,7.718,0
342932,-0.163,1.208,0.263,13.504,-8.038,8.221,0
342942,-0.162,1.223,0.278,13,-4.733,8.313,0
342964,-0.149,1.193,0.266,6.718,1.519,6.198,0
342964,0,0,0,0,0,0,153
342972,-0.145,1.143,0.255,5.282,2.527,5.42,0
342982,-0.155,1.09,0.231,5.702,5.511,3.26,0
342992,-0.158,1.042,0.205,6.053,7.198,0.198,0
343014,-0.184,0.916,0.15,4.214,7.924,-4.916,0
343014,0,0,0,0,0,0,146
343022,-0.195,0.885,0.129,6.611,7.786,-5.611,0
343032,-0.194,0.847,0.125,8.008,7.122,-6.076,0
343042,-0.184,0.806,0.125,8.855,6.405,-5.099,0
343064,-0.147,0.805,0.167,10.443,4.771,-2.832,0
343064,0,0,0,0,0,0,147
343072,-0.136,0.795,0.188,11.061,4.046,-1.496,0
343082,-0.134,0.773,0.201,11.481,3.687,1.779,0
343092,-0.126,0.751,0.204,12.053,3.061,6.351,0
343114,-0.128,0.743,0.216,15.901,2.107,14.282,0
343114,0,0,0,0,0,0,148
343122,-0.124,0.749,0.226,15.641,3.092,14.947,0
343132,-0.124,0.751,0.236,14.885,5.802,14.595,0
343142,-0.117,0.753,0.232,12.282,8.908,12.176,0
343164,0,0,0,0,0,0,156
343164,-0.125,0.725,0.242,10.137,10.221,7.901,0
343172,-0.126,0.717,0.232,9.802,11.366,7.557,0
343182,-0.128,0.726,0.245,8.557,12.214,7.618,0
343192,-0.131,0.729,0.26,9.214,13.412,9.153,0
343214,0,0,0,0,0,0,158
343214,-0.13,0.747,0.302,7.519,13.969,11.534,0
343222,-0.141,0.756,0.306,7.427,13.267,11.71,0
343232,-0.145,0.762,0.313,7.954,12.198,10.641,0
343242,-0.15,0.782,0.324,9.344,11.855,9.13,0
343264,-0.183,0.835,0.343,7.084,11.763,1.786,0
343264,0,0,0,0,0,0,158
343272,-0.182,0.865,0.371,5.328,12.435,-0.527,0
343282,-0.169,0.877,0.379,4.824,12.885,-3.053,0
343292,-0.177,0.9,0.39,0.878,11.985,-5.435,0
343314,-0.176,0.913,0.389,-4.702,13.13,-2.328,0
343314,0,0,0,0,0,0,163
343322,-0.182,0.933,0.384,-6.206,11.824,0.046,0
343332,-0.192,0.969,0.369,-7.198,8.351,3.573,0
343342,-0.191,0.998,0.368,-8.427,5.305,7.573,0
343364,-0.179,1.127,0.345,-8.557,1.214,13.611,0
343364,0,0,0,0,0,0,146
343372,-0.186,1.171,0.326,-9.481,0.466,13.649,0
343382,-0.163,1.22,0.329,-11.611,0.55,11.855,0
343392,-0.153,1.251,0.348,-15.298,0.832,9.84,0
343414,-0.125,1.233,0.324,-22.802,6.817,6.252,0
343414,0,0,0,0,0,0,143
343422,-0.132,1.221,0.274,-20.244,8.885,5.626,0
343432,-0.147,1.22,0.222,-16.038,10.618,4.672,0
343442,-0.166,1.212,0.227,-10.954,11.641,2.519,0
343464,-0.219,1.256,0.253,-4.939,11.969,-2.534,0
343464,0,0,0,0,0,0,162
343472,-0.223,1.238,0.253,-5.046,11.634,-3.351,0
343482,-0.206,1.241,0.24,-7.183,11.336,-2.435,0
343492,-0.19,1.195,0.211,-7.794,11.191,-1.817,0
343514,0,0,0,0,0,0,195
343515,-0.15,1.045,0.162,-9.664,12.198,0.687,0
343522,-0.139,1.002,0.167,-9.733,12.84,1.427,0
343532,-0.133,0.962,0.158,-5.878,13.595,1.687,0
343542,-0.116,0.93,0.125,-1.611,15,1.191,0
343564,-0.086,0.863,0.127,0.359,15.084,0.481,0
343564,0,0,0,0,0,0,319
343572,-0.084,0.858,0.119,2.16,14.74,0.16,0
343582,-0.081,0.848,0.129,4.802,14.802,-0.405,0
343592,-0.089,0.858,0.15,7.351,14.366,-0.099,0
343614,-0.104,0.852,0.172,11.313,14.55,1.664,0
343614,0,0,0,0,0,0,519
343622,-0.11,0.857,0.188,12.237,14.244,3.45,0
343632,-0.111,0.862,0.199,12.038,13.397,5.053,0
343642,-0.108,0.847,0.197,11.412,12.977,4.809,0
343664,-0.088,0.79,0.202,2.168,14.634,2.542,0
343664,0,0,0,0,0,0,719
343672,-0.086,0.761,0.205,-1.802,16.252,0.771,0
343682,-0.092,0.721,0.193,-3.55,17.023,-0.802,0
343692,-0.085,0.678,0.189,-3.244,15.992,-1.557,0
343714,-0.111,0.658,0.202,2.855,8.489,-2.947,0
343714,0,0,0,0,0,0,897
343722,-0.119,0.677,0.214,4.092,6.725,-3.427,0
343732,-0.122,0.681,0.225,3.107,4.893,-3.947,0
343742,-0.122,0.697,0.265,2.702,3.954,-4.397,0
343764,0,0,0,0,0,0,1032
343764,-0.114,0.713,0.298,2.344,3.626,-4.618,0
343772,-0.112,0.735,0.321,1.137,3.305,-3.908,0
343782,-0.116,0.762,0.323,3.29,3.626,-4.168,0
343792,-0.122,0.787,0.324,5.382,3.893,-4.58,0
343814,-0.139,0.866,0.36,4.084,4.58,-4.618,0
343814,0,0,0,0,0,0,1147
343822,-0.144,0.897,0.367,2.947,4.695,-3.817,0
343832,-0.144,0.921,0.372,1.351,4.74,-1.901,0
343842,-0.153,0.96,0.381,-1.405,4.542,0.229,0
343864,-0.136,1.07,0.344,-3.573,3.397,-1.374,0
343864,0,0,0,0,0,0,1208
343872,-0.142,1.094,0.333,-5.87,2.573,-2.809,0
343882,-0.152,1.151,0.312,-8.282,0.924,-4.779,0
343892,-0.153,1.164,0.313,-9.878,-0.565,-7.313,0
343914,-0.158,1.168,0.296,-13.031,1.16,-8.015,0
343914,0,0,0,0,0,0,1298
343922,-0.148,1.135,0.313,-14.504,2.58,-8.221,0
343932,-0.149,1.096,0.309,-16.511,6.588,-6.275,0
343942,-0.153,1.082,0.267,-12.634,9.305,-3.656,0
343964,-0.176,1.119,0.19,4.55,9.962,2.641,0
343964,0,0,0,0,0,0,1351
343972,-0.174,1.172,0.194,9.809,7.878,4.916,0
343982,-0.16,1.225,0.206,15.565,4.382,6.168,0
343992,-0.146,1.271,0.215,16.58,1.443,6.809,0
344014,0,0,0,0,0,0,1351
344014,-0.132,1.291,0.213,4.023,0.702,9.137,0
344022,-0.12,1.233,0.197,0.397,1.26,9.412,0
344032,-0.114,1.154,0.202,-4.076,2.885,9.626,0
344042,-0.115,1.086,0.187,-4.634,4.634,9.053,0
344064,-0.132,0.964,0.13,-1.702,12.695,4.359,0
344064,0,0,0,0,0,0,1392
344072,-0.14,0.938,0.115,-0.527,15.42,3.137,0
344082,-0.142,0.93,0.119,3.252,17.389,0.969,0
344092,-0.125,0.939,0.128,6.802,17.534,-1.496,0
344114,-0.12,0.998,0.146,10.733,16.626,-8.214,0
344114,0,0,0,0,0,0,1460
344122,-0.121,0.988,0.167,6.641,16.435,-9.458,0
344132,-0.126,0.97,0.206,2.672,16.74,-9.046,0
344142,-0.117,0.938,0.224,-1.374,17.099,-7.489,0
344164,-0.134,0.835,0.223,-10.672,21.176,1.489,0
344164,0,0,0,0,0,0,1510
344172,-0.135,0.796,0.211,-11.87,22.687,5.473,0
344182,-0.128,0.743,0.192,-10.748,24.214,10.412,0
344192,-0.118,0.702,0.175,-6.321,24.87,14.748,0
344214,-0.104,0.699,0.174,3.878,28.053,22.519,0
344214,0,0,0,0,0,0,1517
344222,-0.089,0.718,0.173,4.344,28.618,25.092,0
344232,-0.051,0.745,0.183,1.504,28.992,25.595,0
344242,-0.051,0.761,0.195,-3.366,30.71,24.168,0
344264,-0.063,0.779,0.248,-9.55,33.863,20.802,0
344264,0,0,0,0,0,0,1515
344272,-0.063,0.777,0.267,-9.336,35.496,19.649,0
344282,-0.073,0.785,0.262,-8.053,39.435,17.313,0
344292,-0.089,0.797,0.254,-5.969,43.893,14.733,0
344314,0,0,0,0,0,0,1539
344314,-0.111,0.859,0.29,-5.153,53.611,8.84,0
344322,-0.118,0.883,0.292,-5.664,56.481,6.58,0
344332,-0.135,0.9,0.285,-5.901,59.908,3.885,0
344342,-0.144,0.927,0.276,-9.771,63.817,1.725,0
344364,-0.167,0.93,0.28,-14.359,69.786,1.931,0
344364,0,0,0,0,0,0,1600
344372,-0.159,0.928,0.268,-13,70.214,3.611,0
344382,-0.156,0.952,0.24,-13.679,69.763,6.756,0
344392,-0.152,0.979,0.249,-16.183,68.191,12.473,0
344414,-0.095,1.071,0.235,-18.74,71.786,21.893,0
344414,0,0,0,0,0,0,1658
344422,-0.083,1.095,0.236,-22.771,73.099,23.954,0
344432,-0.078,1.091,0.234,-27.466,74.519,25.466,0
344442,-0.052,1.077,0.229,-26.511,76.725,26.344,0
344464,-0.057,1.148,0.141,-8.702,83.534,19.901,0
344464,0,0,0,0,0,0,1658
344472,-0.085,1.191,0.144,-2.809,86.45,15.908,0
344482,-0.103,1.231,0.176,1.45,89.84,11.618,0
344492,-0.105,1.3,0.213,4.107,92.511,8.565,0
344514,-0.109,1.299,0.218,-4.702,95.015,3.031,0
344514,0,0,0,0,0,0,1669
344522,-0.083,1.258,0.192,-11.267,95.458,4.427,0
344532,-0.049,1.179,0.163,-18.206,96.214,7.229,0
344542,-0.027,1.086,0.134,-22.473,95.672,9.901,0
344564,0,0,0,0,0,0,1637
344564,0.005,0.902,0.12,-21.244,94.519,16.863,0
344572,0.009,0.886,0.109,-17.588,96.687,18.718,0
344582,-0.014,0.85,0.097,-11.573,99.725,21.092,0
344592,-0.017,0.857,0.107,-5.053,102.473,23.405,0
344614,0,0,0,0,0,0,1603
344614,0.036,0.933,0.116,1.916,106.275,20.695,0
344622,0.037,0.951,0.128,1.962,108.672,18.817,0
344632,0.034,0.98,0.143,-0.542,110.809,16.885,0
344642,0.028,1.001,0.156,-2.481,112.29,16.076,0
344665,-0.009,1.024,0.213,-1.031,111.183,17.137,0
344664,0,0,0,0,0,0,1660
344672,-0.02,1.008,0.225,-1.763,111.389,18.069,0
344682,-0.012,0.969,0.212,-3.695,113.115,19.519,0
344692,-0.014,0.95,0.193,-7.244,115.359,20.122,0
344714,0,0,0,0,0,0,1697
344715,-0.003,0.878,0.182,-10.397,117.374,19.496,0
344722,-0.003,0.858,0.179,-11.298,116.344,19.618,0
344732,0,0.828,0.17,-12.031,113.786,19.908,0
344742,-0.001,0.813,0.174,-10.931,110.351,19.954,0
344765,-0.012,0.807,0.2,-12.405,100.626,17.969,0
344764,0,0,0,0,0,0,1737
344772,-0.012,0.797,0.215,-13.672,97.718,17.344,0
344782,-0.025,0.795,0.229,-17.336,96.595,16.542,0
344792,-0.033,0.795,0.246,-19.374,94.878,16.29,0
344814,0,0,0,0,0,0,1753
344815,-0.068,0.817,0.283,-18.954,93.275,17.931,0
344822,-0.071,0.854,0.293,-16.71,93.58,18.924,0
344832,-0.079,0.874,0.301,-15.443,93.16,19.16,0
344842,-0.076,0.905,0.322,-14.908,94.153,20.893,0
344865,-0.064,0.936,0.326,-17.725,93.992,21.672,0
344864,0,0,0,0,0,0,1721
344872,-0.064,0.951,0.333,-20.038,93.679,21.168,0
344882,-0.066,0.962,0.334,-21.122,93.061,20.305,0
344892,-0.073,0.961,0.329,-22.656,91.878,17.55,0
344914,-0.101,0.965,0.31,-26.183,87.168,11.847,0
344914,0,0,0,0,0,0,1539
344922,-0.115,0.968,0.314,-26.908,84.969,9.817,0
344932,-0.11,0.977,0.316,-27.786,83.42,8.351,0
344942,-0.104,0.987,0.31,-27.702,81.504,8.084,0
344964,-0.107,1.017,0.281,-29.634,75.168,8.992,0
344964,0,0,0,0,0,0,1292
344972,-0.101,1.036,0.277,-29.046,73.29,10.008,0
344982,-0.102,1.047,0.275,-29.183,71.847,10.153,0
344992,-0.111,1.042,0.269,-31.985,70.855,10.802,0
345014,-0.081,0.995,0.257,-36.198,70.725,14.076,0
345014,0,0,0,0,0,0,1066
345022,-0.068,0.984,0.256,-36.527,71.702,15.198,0
345032,-0.063,1.006,0.23,-35.794,71.87,17.214,0
345042,-0.07,1.025,0.208,-29.634,71.84,18.191,0
345064,-0.101,1.114,0.171,-11.229,70.092,16.939,0
345064,0,0,0,0,0,0,953
345072,-0.106,1.161,0.188,-7.527,67.924,14.794,0
345082,-0.099,1.229,0.207,-6.504,66.473,10.191,0
345092,-0.101,1.269,0.214,-10.168,66.443,6.282,0
345115,-0.075,1.206,0.215,-23.885,65.748,3.634,0
345114,0,0,0,0,0,0,875
345122,-0.058,1.134,0.22,-27.344,66.061,4.023,0
345132,-0.056,1.043,0.215,-30.962,67.328,6.328,0
345142,-0.071,0.978,0.183,-31.847,70.107,8.901,0
345164,0,0,0,0,0,0,761
345165,-0.102,0.895,0.088,-26.305,76.397,13.954,0
345172,-0.102,0.913,0.066,-21.725,76.878,14.206,0
345182,-0.115,0.936,0.065,-17.618,77.046,15.244,0
345192,-0.109,0.967,0.086,-17.557,75.511,15.344,0
345214,-0.085,0.954,0.134,-20.679,77.45,15.74,0
345214,0,0,0,0,0,0,685
345222,-0.073,0.926,0.138,-24.099,79.206,17.588,0
345232,-0.08,0.903,0.15,-24.504,82.466,20.481,0
345242,-0.089,0.866,0.151,-22.588,86.359,24.137,0
345264,-0.125,0.858,0.157,-11.939,96.779,33.901,0
345264,0,0,0,0,0,0,604
345272,-0.127,0.876,0.155,-8.267,100.298,36.405,0
345282,-0.116,0.9,0.162,-2.908,105.626,37.771,0
345292,-0.091,0.926,0.149,0.023,110.763,37.435,0
345314,-0.068,0.974,0.133,-4.13,119.695,32.191,0
345314,0,0,0,0,0,0,546
345322,-0.062,0.967,0.131,-6.947,119.916,30.504,0
345332,-0.067,0.954,0.122,-9.153,117.725,28.58,0
345342,-0.076,0.916,0.141,-9.565,114.115,27.878,0
345364,-0.116,0.877,0.166,-8.992,106.718,26.466,0
345364,0,0,0,0,0,0,511
345372,-0.137,0.86,0.168,-5.802,105.183,25.733,0
345382,-0.133,0.849,0.211,-4.947,104.122,26.58,0
345392,-0.14,0.857,0.235,-5.153,104.191,27.733,0
345414,-0.145,0.864,0.279,-2.565,106.42,30.748,0
345414,0,0,0,0,0,0,466
345422,-0.142,0.866,0.275,-2.298,107.298,31.275,0
345432,-0.138,0.882,0.279,-1.641,107.802,30.802,0
345442,-0.144,0.903,0.288,-3.649,108.336,29.931,0
345464,-0.144,0.926,0.304,-5.87,111.176,28.71,0
345464,0,0,0,0,0,0,433
345472,-0.142,0.938,0.299,-6.969,112.237,28.672,0
345482,-0.134,0.952,0.311,-9.26,112.336,28.275,0
345492,-0.138,0.958,0.312,-12.13,112.565,27.824,0
345514,-0.146,0.961,0.291,-17.824,111.221,25.389,0
345514,0,0,0,0,0,0,404
345522,-0.16,0.951,0.285,-18.511,110.244,24.565,0
345532,-0.161,0.952,0.281,-19.405,109.405,23.183,0
345542,-0.178,0.943,0.265,-16.664,108.817,21.26,0
345564,-0.176,0.95,0.262,-17.435,103.74,23.359,0
345564,0,0,0,0,0,0,388
345572,-0.177,0.959,0.266,-17.16,102.206,25.511,0
345582,-0.182,0.996,0.255,-16.916,99.832,28.427,0
345592,-0.165,1.024,0.263,-18.321,95.924,31.221,0
345614,0,0,0,0,0,0,383
345614,-0.136,1.059,0.243,-22.313,89.252,32.786,0
345622,-0.123,1.063,0.218,-24.084,87.794,32.542,0
345632,-0.117,1.074,0.2,-25.893,86.198,31.458,0
345642,-0.113,1.074,0.188,-25.206,85.069,29.969,0
345664,-0.117,1.081,0.184,-21.687,81.763,27.229,0
345664,0,0,0,0,0,0,357
345672,-0.113,1.073,0.195,-20.855,81.153,26.198,0
345682,-0.102,1.052,0.198,-21.466,81.183,25.649,0
345692,-0.102,1.035,0.189,-22.137,82.145,24.87,0
345714,-0.087,1.023,0.162,-20.214,83.305,24.511,0
345714,0,0,0,0,0,0,346
345722,-0.09,1.025,0.155,-19.015,84.786,23.557,0
345732,-0.089,1.041,0.156,-16.924,84.969,21.863,0
345742,-0.087,1.057,0.179,-16.924,84.878,20.931,0
345764,-0.056,1.038,0.195,-21.206,84.359,22.595,0
345764,0,0,0,0,0,0,344
345772,-0.045,1.026,0.18,-23.282,84.863,22.954,0
345782,-0.024,0.994,0.162,-27.305,84.679,23.107,0
345792,-0.029,0.967,0.146,-32.992,84.969,22.962,0
345814,-0.031,0.882,0.127,-32.725,85.588,23.244,0
345814,0,0,0,0,0,0,343
